Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.104;0.193	#	#	-0.489;0.635	#	0.093;0.434	-0.006;0.170	#	5.568;9.765	0.078;0.658	#	#	0.077;0.200	#	#	#	0.834;1.690	#	#	0.278;2.133	#	001010	1.000	1.000	1	41.33	9803	7457	0.41		6	6
-83.914;-78.014	-0.012;0.119	0.263;0.380	#	-0.357;0.771	7.259;9.309	#	#	#	#	#	0.342;0.593	#	#	#	0.137;1.314	0.462;1.447	#	#	#	#	#	001110	1.000	1.000	1	44.17	9810	7464	0.36		6	6
#	#	-0.233;0.286	#	#	0.334;6.944	#	-0.026;0.101	-0.163;0.062	#	#	#	#	#	0.001;0.013	#	#	#	0.029;0.552	#	-0.262;0.945	#	100001	0.341	0.806	1	110.03	9888	7475	0.32		25	31
-83.147;-67.313	0.004;0.137	#	0.057;0.211	#	#	0.147;0.265	#	#	#	#	0.342;1.002	-0.052;0.364	0.094;0.203	0.001;0.013	0.269;1.118	#	-0.219;2.177	#	0.060;0.126	0.399;1.463	0.860;1.488	001010	1.000	1.000	1	67.83	9822	7476	0.59		6	6
-91.877;-63.634	0.145;0.277	#	0.008;0.133	1.507;2.019	#	#	#	#	#	-0.156;0.695	#	#	0.038;0.098	0.005;0.012	-0.512;0.067	#	#	#	#	0.494;1.262	0.950;1.937	000001	1.000	1.000	1	40.00	9823	7477	0.45		6	6
-91.877;-63.634	0.145;0.277	-0.005;0.134	#	#	-1.105;2.501	0.186;0.382	#	#	#	0.115;0.423	#	#	#	#	-0.512;0.067	#	2.573;3.839	#	#	#	#	000001	1.000	1.000	1	40.00	9823	7477	0.36		6	6
-101.112;-81.855	#	0.103;0.220	#	#	#	-0.201;0.196	#	#	0.055;5.362	#	#	-0.164;0.277	#	#	-0.028;1.071	#	#	#	#	-0.078;1.917	#	001110	0.074	0.594	1	63.21	9959	7484	0.32		38	64
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	#	#	#	#	-0.087;0.826	#	0.008;0.226	#	#	#	#	#	#	0.061;0.091	#	-0.524;0.733	000100	0.031	0.500	1	40.18	9831	7485	0.32		6	12
-102.584;-76.052	0.119;0.195	0.030;0.233	#	#	4.115;7.600	#	-0.018;0.162	0.075;0.577	#	#	#	#	#	#	#	-0.368;0.871	#	#	0.061;0.091	0.756;2.704	#	000100	0.021	0.462	1	34.29	9831	7485	0.41		6	13
-86.035;-68.061	#	#	0.002;0.171	-0.262;0.267	3.394;5.381	0.224;0.401	#	#	0.132;7.044	#	0.404;0.567	#	#	#	-0.306;0.793	0.267;0.685	0.098;1.296	0.099;0.451	#	0.516;1.477	0.039;0.739	011000	0.116	0.650	1	66.90	9974	7488	0.59		13	20
#	#	0.144;0.224	#	#	#	#	#	0.100;0.898	#	0.432;1.074	#	0.029;0.253	0.006;0.147	#	#	#	0.891;1.840	-0.040;0.438	#	#	#	011000	0.003	0.316	1	41.19	9836	7490	0.32		6	19
#	-0.015;0.106	#	0.086;0.182	#	1.809;7.217	#	-0.081;0.203	#	-1.000;7.393	0.426;0.471	#	0.448;0.705	#	0.010;0.019	#	#	#	#	0.100;0.153	0.136;1.480	#	100000	1.000	1.000	2	32.17	9843	7497	0.45		6	6
#	#	#	#	#	#	#	#	#	#	-0.117;0.721	0.349;0.593	-0.164;0.053	#	#	-0.193;1.099	#	#	#	#	#	#	001110	0.172	0.703	1	88.23	9975	7502	0.18		45	64
#	#	#	0.010;0.144	0.279;0.772	-0.356;9.990	-0.090;0.228	#	-0.178;0.321	#	0.334;0.615	0.465;0.549	#	#	#	-0.275;1.017	-0.432;0.862	0.324;1.830	#	0.078;0.094	0.272;1.178	#	110000	0.132	0.667	1	75.99	9849	7503	0.55		12	18
#	0.028;0.119	#	0.066;0.136	-0.379;0.379	#	#	0.028;0.127	#	#	#	0.563;0.919	0.231;0.423	0.007;0.077	#	#	-0.327;0.661	-0.044;1.032	#	#	0.273;0.986	-0.262;1.122	000001	0.361	0.816	1	150.97	9963	7508	0.50		62	76
-100.643;-76.334	0.003;0.114	#	#	#	3.935;10.666	-0.046;0.213	0.263;0.416	0.227;1.077	5.471;9.791	#	0.513;0.829	#	#	#	#	#	#	0.396;0.692	#	#	#	001100	0.150	0.684	1	62.06	9907	7512	0.41		13	19
#	#	#	0.052;0.143	#	3.518;8.130	0.133;0.260	#	#	#	0.102;0.914	0.403;0.578	#	0.062;0.130	0.002;0.015	0.579;1.389	-0.155;0.799	#	-0.019;0.659	#	0.142;1.373	0.346;1.244	001000	0.113	0.647	3	48.18	9989	7516	0.55		33	51
#	#	0.089;0.194	#	#	2.769;8.130	0.260;0.336	#	#	#	0.102;0.702	0.403;0.578	#	0.062;0.137	0.002;0.015	0.579;0.912	#	-0.060;2.201	-0.019;0.659	#	0.142;1.373	0.346;1.244	001000	0.003	0.478	1	78.66	7516	7516	0.55		0	0
-78.290;-63.312	0.000;0.106	#	0.010;0.133	0.279;0.772	-0.356;9.990	#	#	-0.178;0.321	#	0.121;0.615	0.465;0.549	#	#	#	-0.275;1.017	-0.432;0.862	0.324;1.830	#	0.078;0.094	0.272;1.178	#	110000	0.101	0.633	1	69.40	9866	7520	0.59		31	49
-74.713;-61.510	0.028;0.119	#	#	-0.569;0.577	#	0.150;0.305	-0.058;0.206	-0.095;0.304	#	-0.259;0.322	0.364;0.615	#	#	#	-0.009;0.999	-0.327;0.661	-0.044;1.032	0.218;0.745	#	0.243;1.203	#	000001	0.064	0.577	1	83.71	9992	7524	0.59		135	234
#	-0.123;0.093	#	#	#	4.655;9.722	-0.140;0.343	#	#	#	#	0.349;0.546	-0.164;0.053	#	0.002;0.016	#	#	#	0.085;0.762	0.058;0.098	#	#	001110	0.167	0.699	1	83.01	9993	7525	0.36		58	83
-94.915;-67.652	-0.035;0.114	#	0.042;0.139	#	-1.581;15.191	-0.140;0.196	0.034;0.134	#	#	-0.117;0.721	0.349;0.593	-0.164;0.053	#	#	#	#	-0.386;0.949	#	#	#	-0.538;0.626	001110	0.123	0.658	1	100.64	9882	7525	0.50		25	38
#	0.003;0.114	#	-0.053;0.128	#	0.958;6.944	#	#	#	#	-0.122;0.185	0.225;0.476	#	#	0.002;0.013	-0.050;1.086	#	0.998;2.686	#	#	-0.262;1.035	#	100001	0.040	0.527	1	64.75	9942	7526	0.41		99	188
#	#	#	0.112;0.185	#	#	#	#	-0.163;0.247	-1.415;6.608	-0.122;0.185	#	-0.013;0.317	#	0.005;0.011	#	#	#	#	#	#	#	100001	0.254	0.760	1	50.71	9878	7528	0.27		19	25
-94.282;-44.350	#	#	#	0.279;0.772	#	#	#	#	#	-0.843;0.625	#	#	#	#	#	#	#	#	#	#	1.628;1.863	110000	1.000	1.000	1	37.67	9876	7530	0.18		6	6
#	0.107;0.256	#	0.067;0.190	#	#	0.316;0.503	#	#	#	-0.011;0.408	0.446;0.588	0.424;0.662	-0.012;0.116	#	#	#	-0.733;1.184	0.344;0.692	#	#	-0.643;0.704	001000	1.000	1.000	1	47.28	9877	7531	0.45		12	12
-74.058;-62.076	#	#	#	1.116;2.138	#	#	#	#	#	#	#	#	#	#	-0.829;0.320	-0.323;0.699	2.420;3.618	0.024;0.569	#	#	#	110000	0.100	0.632	1	47.65	9881	7535	0.27		12	19
#	0.027;0.105	#	-0.017;0.108	1.072;1.918	#	#	-0.051;0.160	#	0.197;4.147	0.098;0.653	0.256;0.545	#	-0.030;0.140	0.002;0.013	#	-0.417;0.823	1.485;3.675	0.005;0.286	#	#	#	100000	0.195	0.721	1	62.64	9988	7537	0.55		31	43
#	0.107;0.116	#	0.067;0.190	#	-0.384;8.130	0.316;0.503	#	#	#	#	0.446;0.588	#	#	0.007;0.013	#	#	#	#	#	0.202;1.988	-0.643;0.704	001000	1.000	1.000	1	42.83	9884	7538	0.36		6	6
#	#	#	#	-0.262;0.267	#	0.213;0.331	#	#	#	#	#	-0.129;0.071	#	#	-0.306;0.793	0.267;0.685	0.098;1.296	#	#	#	#	011000	0.007	0.592	1	124.51	7549	7549	0.27		0	0
#	#	#	0.066;0.136	-0.379;0.229	#	0.158;0.304	#	#	5.273;16.376	#	0.339;0.919	#	0.051;0.077	#	#	0.019;0.605	#	0.401;0.745	#	0.273;0.986	-0.482;1.122	000001	1.000	1.000	1	135.83	9897	7551	0.45		6	6
#	#	0.067;0.156	#	-0.326;0.591	5.481;7.712	-0.154;0.196	#	0.161;0.850	1.811;5.761	0.038;0.445	0.342;0.593	-0.164;0.341	#	#	#	#	-0.386;0.949	0.427;0.663	0.066;0.091	#	-0.538;0.640	001110	0.076	0.598	1	61.06	9975	7554	0.59		55	92
-65.053;-51.359	0.008;0.083	#	#	#	#	#	#	-0.163;0.247	-0.219;7.870	#	#	#	#	#	0.079;0.639	-0.286;0.870	0.557;1.995	0.060;0.662	#	#	0.014;0.678	100001	0.057	0.564	1	60.84	9983	7555	0.41		57	101
-98.017;-74.908	#	#	#	#	2.655;13.645	-0.139;0.411	0.000;0.188	#	#	#	0.150;0.600	#	0.066;0.099	#	#	#	#	0.550;0.936	0.054;0.099	#	-0.027;0.421	000110	0.044	0.534	1	74.83	9935	7556	0.41		31	58
-83.430;-56.898	0.027;0.105	#	0.090;0.179	#	#	#	#	-0.293;0.457	#	#	#	0.337;0.773	-0.033;0.107	0.002;0.012	#	#	#	#	#	-0.054;1.469	0.979;2.322	100000	0.004	0.333	1	26.33	9903	7557	0.41		6	18
#	#	#	#	#	-1.501;5.476	#	0.018;0.172	#	#	-0.150;0.368	0.552;0.919	0.281;0.423	#	0.002;0.013	0.349;1.024	#	#	0.066;0.745	#	0.273;0.986	#	000001	0.590	0.900	1	137.91	9998	7558	0.41		63	70
#	#	0.174;0.316	#	#	#	#	0.086;0.366	#	-0.018;6.524	0.548;1.029	0.291;0.630	-0.116;0.284	0.072;0.140	0.006;0.010	-0.236;0.941	#	#	0.349;0.707	#	#	-0.461;0.849	000110	1.000	1.000	1	34.83	9905	7559	0.50		6	6
#	#	#	#	#	3.935;10.666	-0.046;0.213	#	0.227;0.887	5.471;9.791	0.491;1.392	#	#	0.019;0.126	0.002;0.013	#	0.166;0.970	#	0.456;0.692	#	#	#	001100	0.132	0.667	1	63.07	9907	7561	0.41		24	36
#	#	#	#	#	#	#	0.261;0.416	0.227;0.887	5.471;9.791	#	#	#	#	0.002;0.022	#	#	-0.100;1.167	0.433;0.692	0.058;0.113	#	-0.328;0.740	001100	0.237	0.750	1	63.77	9907	7561	0.36		18	24
-91.739;-76.334	#	0.170;0.256	#	#	4.269;8.115	-0.218;0.127	0.084;0.264	0.798;1.083	1.353;5.947	#	#	#	-0.013;0.115	#	0.246;0.728	#	#	#	#	#	-0.202;0.498	001100	1.000	1.000	1	28.17	9909	7563	0.45		6	6
#	#	-0.233;0.162	-0.032;0.142	#	#	#	-0.026;0.101	-0.163;0.247	-1.415;6.608	-0.122;0.185	#	#	-0.005;0.061	#	0.585;1.086	#	1.080;2.686	0.144;0.781	#	-0.262;0.945	#	100001	0.051	0.550	1	84.66	9910	7564	0.50		60	109
-100.643;-86.949	-0.016;0.094	0.157;0.319	#	-0.576;0.588	#	#	0.063;0.343	0.553;1.077	#	0.787;1.145	#	#	#	#	#	#	#	#	0.044;0.104	1.560;2.959	#	001100	1.000	1.000	1	34.83	9913	7567	0.41		6	6
#	0.062;0.094	0.233;0.395	#	-0.655;0.667	3.616;12.269	#	#	0.553;1.077	3.029;12.163	0.787;1.145	#	#	#	#	-0.402;0.891	0.818;1.237	#	0.217;0.725	#	1.560;2.959	#	001100	0.100	1.000	1	44.47	7567	7567	0.50		0	0
#	#	-0.016;0.187	#	#	1.727;6.341	-0.045;0.254	#	-0.245;0.426	-0.211;4.109	#	#	0.124;0.329	#	0.005;0.010	-0.792;-0.097	#	#	#	#	#	#	010000	0.004	0.333	1	34.88	9914	7568	0.36		6	18
#	#	#	0.135;0.200	#	1.553;6.600	#	0.137;0.251	#	#	0.097;0.763	0.404;0.776	-0.129;0.307	0.033;0.147	0.006;0.010	#	#	#	#	#	1.025;1.034	#	011000	0.014	0.677	1	72.38	7576	7576	0.41		0	0
#	#	#	#	#	1.362;7.265	#	0.194;0.394	#	#	#	0.291;0.588	0.142;0.393	#	#	#	#	#	0.005;0.429	#	0.518;1.423	#	100000	0.031	0.500	2	20.20	9929	7583	0.27		6	12
-83.548;-69.854	0.044;0.146	#	0.060;0.174	#	0.706;4.191	0.193;0.399	0.005;0.196	-0.119;0.451	1.206;6.513	-0.157;0.460	0.494;0.701	#	0.039;0.141	0.004;0.011	-0.060;0.692	-0.411;0.745	0.803;2.651	0.251;0.514	#	#	0.440;1.374	010001	1.000	1.000	1	44.83	9930	7584	0.77		6	6
#	#	0.083;0.217	#	#	1.592;5.919	0.061;0.188	#	0.253;0.560	5.456;10.023	-0.012;0.493	#	#	#	0.002;0.014	#	0.024;0.549	#	0.252;0.676	#	1.035;2.434	#	010100	0.021	0.462	1	50.91	9944	7598	0.45		6	13
-97.928;-76.334	-0.038;0.114	#	0.099;0.284	#	#	-0.091;0.135	#	#	-0.662;8.744	#	#	#	#	#	0.246;0.728	0.252;0.754	1.167;1.756	0.433;0.775	#	0.660;2.389	-0.112;0.983	001100	0.031	0.500	1	64.76	9946	7600	0.50		6	12
-109.514;-75.426	#	#	0.122;0.221	#	5.805;8.809	#	0.071;0.251	0.100;0.898	5.195;8.528	#	#	-0.007;0.250	#	0.003;0.016	#	#	-0.006;1.939	#	0.061;0.121	0.329;2.030	0.219;0.742	011000	0.402	0.833	1	69.66	9947	7601	0.55		30	36
#	0.035;0.072	0.156;0.245	0.058;0.209	-0.036;0.458	#	-0.042;0.103	#	#	2.063;7.988	#	0.502;0.830	-0.052;0.199	0.021;0.089	#	-0.357;1.012	0.027;0.937	#	#	#	0.255;0.770	0.000;0.826	111000	0.045	0.538	1	37.17	9977	7603	0.59		7	13
-88.824;-60.152	0.104;0.193	#	0.019;0.163	#	0.066;7.157	0.093;0.384	#	0.037;0.629	#	-0.056;0.425	#	#	#	#	0.511;1.129	#	0.834;1.690	-0.087;0.591	#	0.278;2.133	#	001010	0.003	0.316	1	40.24	9951	7605	0.50		6	19
#	#	#	0.013;0.191	-0.336;0.492	5.406;8.410	#	#	#	#	0.225;1.101	#	#	0.030;0.082	#	#	0.637;1.458	#	0.199;0.472	0.065;0.087	1.107;2.012	-0.029;0.419	011100	1.000	1.000	3	19.67	9954	7608	0.45		6	6
#	0.006;0.076	0.238;0.451	0.244;0.349	#	1.589;4.954	#	#	#	-0.588;5.768	#	#	0.147;0.589	0.016;0.067	#	#	#	#	0.069;0.455	#	0.243;1.203	#	000001	1.000	1.000	1	25.00	9956	7610	0.41		6	6
-76.682;-64.083	#	#	#	-0.402;0.409	7.259;9.309	#	0.033;0.186	0.200;0.497	#	#	#	#	#	0.006;0.011	#	0.462;0.674	#	0.331;0.949	0.047;0.106	#	#	001110	1.000	1.000	1	112.17	9795	7613	0.41		6	6
#	0.077;0.144	#	#	0.342;1.172	0.334;6.944	0.197;0.520	-0.040;0.101	#	#	-0.122;0.185	0.310;0.512	#	#	#	#	-0.286;0.551	0.557;1.995	#	#	-0.250;1.314	-0.246;0.644	100001	1.000	1.000	1	55.86	9962	7616	0.50		12	12
-75.436;-73.454	0.003;0.133	#	#	-0.379;0.379	0.308;5.476	-0.095;0.415	#	#	#	#	0.556;0.919	#	#	0.002;0.012	#	-0.309;0.612	-0.044;1.032	0.401;0.674	#	#	#	000001	0.031	0.500	1	85.58	9782	7617	0.45		6	12
-84.171;-54.215	#	#	0.068;0.201	-0.284;0.421	3.569;6.694	#	0.015;0.134	#	#	0.296;0.605	0.632;0.769	0.063;0.320	#	0.004;0.016	0.411;1.144	-0.188;0.783	#	#	#	#	-0.334;0.707	000011	0.031	0.500	1	91.97	9964	7618	0.55		6	12
-88.178;-60.362	#	0.026;0.223	#	0.355;1.343	#	#	#	#	4.178;7.511	#	#	0.303;0.666	0.002;0.114	#	#	#	0.628;3.058	#	#	0.221;1.840	0.509;1.478	010010	0.031	0.500	1	23.75	9966	7620	0.41		6	12
#	#	0.008;0.122	0.042;0.139	-0.283;0.369	4.655;10.687	-0.117;0.161	#	0.161;0.850	-5.491;5.096	#	0.342;0.546	#	#	0.004;0.012	#	#	-0.386;0.949	0.427;0.663	#	#	#	001110	0.045	0.538	1	53.22	9971	7625	0.50		42	78
#	#	#	#	#	#	#	0.034;0.134	#	3.895;11.918	-0.117;0.721	0.349;0.593	-0.164;0.053	0.049;0.094	#	-0.309;0.771	-0.667;0.722	#	#	#	0.756;1.826	#	001110	0.237	0.750	1	103.09	9975	7629	0.41		18	24
#	0.104;0.195	0.052;0.144	0.051;0.142	0.085;0.414	#	0.241;0.418	#	#	#	#	0.454;0.623	0.074;0.490	0.040;0.149	0.003;0.015	0.351;0.949	0.010;0.563	0.958;2.939	#	#	#	#	001001	1.000	1.000	1	48.00	9976	7630	0.55		6	6
-83.914;-64.083	#	#	#	#	7.259;9.309	#	0.294;0.505	#	#	#	0.342;0.572	#	#	#	#	0.155;0.908	-0.544;1.201	#	#	#	#	001110	1.000	1.000	1	76.35	9979	7633	0.27		12	12
#	0.048;0.150	0.014;0.160	#	#	#	#	#	#	#	-0.350;0.525	0.389;0.782	#	#	#	#	-0.300;0.487	#	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	1	37.67	9980	7634	0.32		6	6
-115.674;-74.723	#	#	#	#	6.016;10.703	0.406;0.533	-0.001;0.244	#	#	#	#	0.449;0.786	#	0.020;0.025	#	#	0.623;2.368	0.325;0.890	0.140;0.162	#	#	000001	1.000	1.000	1	37.67	9980	7634	0.41		6	6
-70.592;-58.182	#	#	#	0.279;1.451	#	0.160;0.382	#	#	#	0.153;0.461	0.291;0.549	#	0.095;0.223	0.011;0.017	-0.279;1.033	-0.035;0.862	#	0.223;0.835	0.075;0.109	-0.470;1.438	0.336;1.249	110000	1.000	1.000	1	18.33	9986	7640	0.59		6	6
-76.189;-63.351	-0.035;0.117	#	0.002;0.148	-0.569;0.577	-1.105;2.501	0.193;0.387	#	-0.095;0.519	-0.415;3.041	#	#	0.231;0.577	0.038;0.077	#	0.073;1.533	#	-0.147;1.051	0.053;0.745	#	0.243;1.203	#	000001	1.000	1.000	1	128.86	9992	7646	0.64		42	42
-94.915;-67.652	-0.016;0.090	#	#	#	#	#	#	0.200;0.850	#	#	0.365;0.537	#	#	#	1.128;1.735	#	0.146;1.858	#	0.052;0.115	#	#	001110	0.132	0.667	1	59.18	9993	7647	0.32		12	18
#	#	#	#	#	2.709;5.476	#	0.028;0.127	#	#	#	0.552;0.797	0.281;0.423	#	0.002;0.013	#	#	#	0.181;0.745	#	0.273;0.986	#	000001	0.285	0.778	1	129.68	9998	7652	0.32		42	54
#	#	#	#	#	#	#	0.261;0.416	0.227;0.887	5.471;9.791	0.491;1.392	#	#	#	0.006;0.010	#	#	#	#	#	#	-0.328;0.740	001100	0.221	0.739	1	64.44	9907	7654	0.27		17	23
#	0.027;0.125	#	-0.004;0.116	#	#	#	#	#	#	-0.373;0.515	#	#	#	0.003;0.014	-0.548;0.320	-0.339;0.549	2.420;3.618	#	0.070;0.102	#	#	110000	1.000	1.000	1	53.34	9881	7655	0.36		11	11
-65.053;-51.359	0.012;0.089	-0.075;0.157	#	0.141;0.881	#	#	-0.003;0.230	-0.163;0.247	#	#	#	0.081;0.418	#	#	#	-0.169;0.802	#	0.144;0.577	#	-0.155;1.162	0.050;0.939	100001	0.058	0.566	1	66.02	9983	7661	0.50		47	83
-81.653;-69.243	#	-0.027;0.157	-0.032;0.142	#	#	0.197;0.520	-0.026;0.098	#	#	#	0.370;0.594	0.336;0.672	#	#	0.301;1.324	#	1.080;2.686	0.144;0.552	#	#	#	100001	0.089	0.617	1	107.81	9821	7662	0.45		29	47
#	#	#	#	-0.335;0.351	1.553;6.600	0.039;0.303	0.137;0.251	0.100;0.898	-0.334;4.974	#	0.498;0.668	-0.129;0.307	#	0.006;0.010	#	0.257;0.685	0.132;1.775	#	#	#	#	011000	0.073	0.593	1	70.08	9922	7663	0.50		35	59
-81.343;-68.505	0.078;0.121	#	#	0.020;0.866	#	0.097;0.267	#	#	#	#	0.397;0.752	#	#	0.003;0.013	#	0.303;0.565	-0.126;2.168	0.252;0.610	0.062;0.121	0.166;1.373	#	001000	0.000	0.000	1	35.79	7665	7665	0.50		0	12
-80.607;-54.931	0.087;0.142	#	-0.027;0.135	0.955;1.625	0.410;3.535	#	#	-0.231;0.589	-2.319;5.951	-0.066;-0.061	#	0.256;0.718	#	#	-0.164;1.090	-0.304;0.534	2.085;3.009	-0.082;0.416	#	0.389;2.090	#	000001	0.100	1.000	1	60.50	7669	7669	0.64		0	0
#	0.079;0.195	0.151;0.379	#	#	1.096;9.990	#	0.065;0.199	#	#	#	#	#	0.060;0.116	0.006;0.014	0.095;0.886	#	#	#	#	1.030;2.155	#	000100	0.113	0.647	1	38.66	9654	7671	0.36		11	17
-86.154;-73.316	0.070;0.161	#	#	#	#	#	#	#	2.640;11.897	#	#	0.137;0.592	#	#	#	#	#	#	0.129;0.190	#	#	110001	1.000	1.000	1	32.80	9628	7673	0.23		5	5
-86.154;-73.316	#	#	-0.028;0.126	#	#	#	0.008;0.108	-0.208;0.407	4.553;9.984	#	0.150;0.459	0.242;0.486	#	#	#	#	2.081;3.690	#	0.129;0.190	#	#	110001	1.000	1.000	1	32.80	9628	7673	0.41		5	5
#	#	#	#	#	#	-0.102;0.229	#	-0.163;0.247	#	#	#	#	#	0.010;0.016	#	-0.286;0.551	#	0.236;0.577	0.062;0.123	#	#	100001	1.000	1.000	1	15.40	9630	7675	0.27		5	5
-67.417;-51.156	#	-0.020;0.154	#	0.159;0.670	#	#	-0.114;0.129	-0.135;0.016	#	-0.072;0.347	0.333;0.556	#	#	0.005;0.014	0.043;0.194	-0.344;0.711	0.253;1.930	#	#	#	0.009;0.798	100010	0.100	1.000	1	34.50	7676	7676	0.55		0	0
-67.417;-51.156	#	-0.020;0.154	#	0.159;0.670	#	#	-0.114;0.129	0.016;0.313	#	-0.072;0.347	0.333;0.556	#	0.013;0.100	0.005;0.014	0.043;0.194	-0.344;0.711	0.253;2.612	#	#	-0.418;1.585	0.009;0.798	100010	1.000	1.000	1	36.00	9631	7676	0.64		5	5
-78.337;-58.438	#	#	#	#	-1.317;3.250	#	#	-0.138;0.432	#	#	#	0.078;0.520	0.001;0.062	#	0.004;0.583	#	1.830;2.686	#	0.098;0.135	#	#	100001	1.000	1.000	2	63.03	9680	7681	0.36		11	11
-81.653;-69.243	0.013;0.162	#	#	#	-0.483;8.170	#	#	#	#	#	0.370;0.594	0.336;0.672	#	#	0.301;1.324	#	1.080;2.686	0.144;0.552	#	#	#	100001	0.078	0.600	1	107.84	9821	7682	0.36		27	45
-78.178;-64.056	#	-0.052;0.193	#	-0.247;0.547	1.039;8.130	0.148;0.398	-0.039;0.187	0.201;0.599	0.855;4.311	#	0.409;0.775	#	0.027;0.096	#	-0.257;0.514	#	#	#	0.053;0.116	#	0.499;1.091	001000	0.019	0.455	1	41.69	9638	7683	0.59		5	11
-107.521;-75.426	#	-0.038;0.280	0.122;0.221	-0.484;0.592	3.765;7.610	#	0.071;0.251	0.100;0.898	5.195;10.594	#	#	#	0.031;0.076	0.003;0.016	#	#	#	#	0.061;0.121	0.329;2.030	0.219;0.742	011000	1.000	1.000	1	75.16	9947	7687	0.59		22	22
-83.914;-64.083	#	0.105;0.260	0.052;0.242	#	7.259;15.191	#	-0.016;0.184	-0.021;0.640	0.055;5.362	0.144;0.527	0.342;0.593	#	#	#	#	0.462;0.655	-0.744;1.241	#	#	#	#	001110	1.000	1.000	2	110.81	9959	7691	0.50		17	17
-83.914;-73.294	#	#	#	-0.282;0.282	5.261;8.626	#	0.060;0.179	-0.003;0.636	#	-0.048;0.693	#	-0.164;0.177	#	#	#	-0.132;0.674	#	0.578;0.861	#	#	#	001110	0.073	0.593	1	82.51	9959	7692	0.41		35	59
#	#	#	#	-0.210;0.337	#	#	#	0.347;0.689	#	#	0.288;0.681	#	#	0.010;0.016	0.306;0.885	-0.007;0.411	-0.873;2.820	0.230;0.531	0.082;0.124	#	#	100000	1.000	1.000	2	25.00	9648	7693	0.41		5	5
-75.281;-56.024	0.046;0.107	0.098;0.225	#	#	#	-0.083;0.167	#	-0.115;0.740	4.474;11.510	#	#	-0.083;0.351	#	#	#	-0.270;0.817	-0.080;1.733	#	0.063;0.110	0.265;2.741	-0.315;1.031	110000	0.002	0.294	1	33.35	9658	7703	0.55		5	17
-82.839;-69.243	#	#	#	#	#	#	-0.038;0.175	#	#	#	0.612;0.836	#	0.001;0.088	#	0.467;1.239	#	#	#	0.062;0.110	-0.228;1.775	0.295;1.408	100001	0.113	0.647	1	90.33	9874	7704	0.36		11	17
#	0.032;0.129	0.057;0.282	0.038;0.150	-0.357;0.229	0.308;5.476	0.158;0.304	#	#	5.273;11.938	#	#	0.231;0.423	#	#	#	#	#	#	#	#	#	000001	1.000	1.000	1	92.08	9897	7707	0.36		11	11
-86.035;-75.426	#	#	0.085;0.160	#	-0.931;7.241	#	#	#	#	#	#	#	0.033;0.147	#	-0.306;0.793	0.143;0.685	-0.167;1.088	0.099;0.438	#	#	0.219;1.151	011000	0.113	0.647	1	58.54	9834	7711	0.41		22	34
#	0.107;0.174	#	0.062;0.182	#	#	#	0.029;0.144	0.113;0.500	#	#	0.451;0.735	0.411;0.861	#	#	#	#	#	#	#	#	0.167;0.688	001010	1.000	1.000	1	47.80	9670	7715	0.32		5	5
-89.341;-65.827	#	0.015;0.190	#	#	#	#	#	#	0.774;6.563	#	#	#	0.094;0.203	0.001;0.013	0.667;1.670	-0.261;0.911	0.834;1.690	#	0.071;0.093	0.399;1.463	0.932;1.488	001010	1.000	1.000	1	41.60	9672	7717	0.50		5	5
#	#	-0.024;0.169	0.072;0.156	#	#	-0.000;0.240	-0.082;0.112	#	#	#	#	#	#	#	#	#	#	0.647;0.891	#	1.324;2.833	0.109;0.845	000010	1.000	1.000	1	38.00	9674	7719	0.32		5	5
-90.382;-41.700	#	#	#	#	3.301;9.911	-0.009;0.250	-0.082;0.112	#	#	#	#	#	0.077;0.152	#	#	#	#	0.647;0.891	#	#	-0.097;1.051	000010	0.019	0.455	1	39.86	9674	7719	0.32		5	11
#	#	#	#	#	5.038;9.725	#	#	0.355;0.765	#	#	0.342;0.546	#	0.051;0.170	#	#	-0.353;0.836	-0.386;0.261	0.191;0.601	0.058;0.106	#	#	001110	0.095	0.625	1	65.34	9675	7720	0.36		10	16
#	-0.026;0.110	#	#	#	2.967;6.332	0.087;0.423	0.016;0.169	0.311;0.653	#	#	0.256;0.481	#	-0.015;0.066	0.005;0.011	-0.161;0.881	-0.446;0.498	#	-0.086;0.516	#	#	0.193;1.252	100000	1.000	1.000	1	34.57	9826	7722	0.55		11	11
-85.260;-67.715	0.030;0.168	#	#	#	#	#	#	#	#	#	0.381;0.733	-0.004;0.280	0.033;0.118	#	#	#	#	#	#	0.128;1.034	0.859;1.038	011000	1.000	1.000	1	31.70	9720	7724	0.32		11	11
#	0.009;0.100	-0.007;0.177	#	0.742;1.500	#	#	#	#	#	#	#	0.078;0.520	#	#	0.004;0.583	#	1.830;2.686	#	0.098;0.135	-0.166;0.849	#	100001	1.000	1.000	1	62.10	9680	7725	0.36		10	10
