Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	0.001;0.296	-0.018;0.162	0.075;0.577	#	-0.087;0.826	#	0.008;0.226	0.102;0.222	#	#	-0.368;0.871	-0.550;1.607	#	0.061;0.091	#	#	000100	1.000	1.000	2	81.45	9831	341	0.55		25	25
-108.933;-89.248	#	#	0.018;0.177	-0.203;0.238	3.434;7.400	#	#	#	5.296;12.208	-0.047;0.717	0.298;0.478	#	#	0.003;0.014	#	#	-0.604;1.142	#	#	#	#	001100	0.035	0.510	1	42.35	9840	350	0.41		25	49
#	0.017;0.103	#	#	#	3.935;10.666	#	0.263;0.416	#	5.471;9.791	0.491;1.392	0.614;0.810	#	0.010;0.134	0.002;0.013	#	#	-0.100;1.167	0.456;0.692	0.058;0.113	#	-0.139;0.740	001100	1.000	1.000	2	84.00	9907	417	0.55		24	24
-90.608;-62.793	#	0.008;0.153	#	0.521;1.068	#	0.200;0.454	-0.005;0.255	#	#	#	#	#	#	#	#	-0.310;-0.081	0.751;2.702	#	#	#	#	010001	0.000	0.125	1	32.02	440	440	0.32		0	0
#	-0.016;0.081	#	#	#	5.481;11.370	-0.032;0.100	#	0.200;0.850	1.867;6.434	#	0.335;0.592	#	#	0.002;0.013	1.128;1.841	-0.353;0.769	#	#	0.052;0.115	#	#	001110	0.127	0.662	1	78.60	9993	458	0.45		49	74
#	-0.014;0.193	#	0.042;0.139	-0.361;0.556	7.259;15.191	-0.140;0.196	#	#	0.055;5.362	#	0.342;0.593	#	#	0.004;0.012	#	-0.041;0.655	#	#	#	#	#	001110	0.040	0.525	1	68.12	9993	491	0.41		271	516
-86.154;-73.316	#	-0.019;0.136	#	#	#	#	0.108;0.184	-0.208;0.407	4.553;9.984	#	0.257;0.459	0.242;0.486	#	#	-0.084;0.939	#	2.081;3.690	#	0.129;0.190	#	#	110001	0.100	1.000	1	18.00	529	529	0.45		0	0
-82.830;-58.438	0.046;0.123	#	-0.032;0.142	0.742;1.324	#	#	0.026;0.286	-0.138;0.432	-1.415;6.608	-0.122;0.185	#	#	0.001;0.062	#	#	#	#	0.125;0.511	#	#	#	100001	0.043	0.534	1	79.63	9821	581	0.45		166	311
#	-0.014;0.193	#	0.042;0.139	-0.361;0.556	7.259;15.191	-0.140;0.196	#	#	0.055;5.362	#	0.342;0.593	#	#	0.004;0.012	#	-0.041;0.655	#	#	#	#	-0.375;0.900	001110	0.040	0.526	1	68.12	9993	623	0.45		266	506
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	0.001;0.296	-0.018;0.162	0.075;0.577	#	-0.087;0.826	#	0.008;0.226	0.182;0.222	#	#	-0.368;0.871	-0.550;1.607	#	0.061;0.091	#	#	000100	0.100	1.000	1	36.00	732	732	0.55		0	0
-96.018;-69.059	0.017;0.103	#	#	#	3.935;10.666	#	0.263;0.416	#	5.471;9.791	#	#	#	0.010;0.134	0.002;0.013	#	0.166;0.970	#	0.433;0.692	0.058;0.113	#	-0.139;0.740	001100	0.074	0.595	1	59.04	9907	808	0.50		69	116
#	0.017;0.103	#	#	#	#	#	#	0.227;0.887	5.471;9.791	0.491;1.392	#	#	#	0.002;0.013	#	#	-0.100;1.167	#	#	#	#	001100	0.051	0.552	1	54.84	9913	808	0.27		116	210
#	-0.038;0.114	0.170;0.256	#	#	#	-0.050;0.127	#	0.798;1.083	4.301;8.744	#	0.513;0.829	0.001;0.212	-0.013;0.115	#	0.246;0.728	#	-0.743;1.756	#	#	#	#	001100	1.000	1.000	1	40.76	9909	810	0.45		23	23
#	-0.016;0.094	0.157;0.395	#	#	#	#	0.063;0.343	0.553;1.077	3.029;12.163	0.787;1.145	#	-0.061;0.276	0.027;0.083	#	-0.402;0.891	0.818;1.237	#	#	0.044;0.104	1.560;2.959	#	001100	1.000	1.000	1	39.67	9913	814	0.55		23	23
#	-0.016;0.081	#	#	#	5.481;11.370	-0.032;0.100	#	0.200;0.850	1.867;6.434	#	#	#	#	0.002;0.013	1.128;1.841	-0.353;0.769	#	#	0.052;0.115	-0.305;1.726	#	001110	0.127	0.662	1	78.67	9993	849	0.45		47	71
#	0.054;0.144	#	#	#	#	#	-0.001;0.244	#	#	-0.350;0.525	#	#	#	0.018;0.028	#	#	0.760;2.232	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	3	42.22	9980	881	0.32		23	23
#	-0.011;0.112	-0.063;0.166	-0.052;0.146	1.072;1.918	3.352;7.972	#	#	#	#	#	0.258;0.640	0.337;0.393	#	#	#	-0.088;0.498	2.978;3.118	#	0.076;0.117	-0.476;1.088	#	100000	0.052	0.750	1	123.00	891	891	0.50		0	0
#	-0.016;0.193	#	#	#	8.357;11.370	-0.154;0.100	#	0.200;0.667	#	#	#	-0.164;0.341	#	0.002;0.013	1.128;1.841	#	#	#	0.052;0.115	#	-0.538;0.718	001110	1.000	1.000	1	135.41	9948	894	0.41		23	23
-86.154;-73.316	#	#	#	#	#	#	0.008;0.108	-0.208;0.407	4.553;9.984	#	0.150;0.459	0.242;0.486	#	#	#	#	2.081;3.690	#	0.129;0.190	#	#	110001	1.000	1.000	1	43.22	9628	920	0.36		22	22
#	-0.014;0.193	#	0.042;0.139	-0.361;0.767	7.259;18.191	-0.140;0.196	#	#	0.055;5.362	#	0.342;0.593	#	#	#	#	-0.041;0.655	#	#	0.058;0.106	#	#	001110	0.040	0.525	1	68.12	9993	952	0.41		258	491
#	#	#	0.042;0.139	-0.326;0.767	5.481;7.712	-0.140;0.196	#	0.355;0.765	#	0.038;0.445	0.349;0.546	#	#	#	#	-0.353;0.655	-0.386;0.949	#	#	#	-0.538;0.640	001110	0.073	0.593	1	55.76	9691	967	0.45		67	113
-83.430;-56.898	0.027;0.105	#	0.005;0.146	1.072;1.918	#	#	#	-0.021;0.457	0.072;5.750	#	#	0.337;1.010	#	#	#	#	#	0.005;0.286	0.078;0.130	#	#	100000	0.066	0.581	1	80.01	9988	1009	0.41		93	160
#	#	0.047;0.224	#	-0.484;0.267	#	#	0.157;0.403	-0.150;0.682	#	#	0.498;0.733	#	0.037;0.118	#	#	0.267;0.685	#	-0.040;0.188	0.061;0.121	#	-0.290;1.038	011000	0.000	0.333	1	205.00	1021	1021	0.45		0	0
-90.727;-70.614	#	#	#	#	#	-0.050;0.118	#	0.227;0.887	#	#	0.393;0.666	#	-0.012;0.023	0.006;0.012	#	#	#	0.433;0.782	#	#	#	001100	0.000	0.233	1	251.82	1022	1022	0.32		0	0
#	-0.014;0.193	#	0.042;0.139	-0.361;0.556	7.259;15.191	-0.140;0.196	#	#	0.055;5.362	#	#	#	#	0.004;0.012	#	-0.041;0.655	#	#	#	#	#	001110	0.040	0.526	1	68.12	9993	1027	0.36		254	483
#	-0.014;0.193	#	0.042;0.139	#	7.259;15.191	-0.140;0.196	#	#	0.055;5.362	#	0.337;0.593	-0.068;0.182	#	#	#	-0.041;0.655	#	#	#	#	#	001110	0.040	0.525	1	68.12	9993	1089	0.36		252	480
-91.739;-76.334	-0.038;0.114	0.170;0.256	#	#	#	#	#	#	#	#	0.513;0.829	0.001;0.212	#	#	0.246;0.728	#	-0.743;1.756	0.240;0.494	#	#	#	001100	0.076	0.596	1	47.58	9909	1091	0.36		68	114
-91.877;-63.634	0.145;0.277	#	0.066;0.133	#	-1.105;2.501	#	0.018;0.144	#	#	#	#	#	0.038;0.098	0.005;0.012	-0.512;0.067	#	#	#	#	0.494;1.262	0.950;1.937	000001	1.000	1.000	1	43.73	9823	1115	0.45		22	22
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	0.001;0.296	-0.018;0.162	0.075;0.577	#	#	#	0.008;0.226	0.102;0.222	#	#	-0.368;0.871	-0.550;1.607	#	0.061;0.091	#	#	000100	1.000	1.000	1	89.42	9831	1123	0.50		22	22
#	0.119;0.195	0.030;0.233	#	#	4.115;7.600	0.001;0.296	-0.018;0.162	0.075;0.577	4.148;8.715	-0.087;0.826	#	0.008;0.226	0.102;0.222	#	#	-0.368;0.871	-0.550;1.607	#	0.061;0.091	#	#	000100	1.000	1.000	1	89.42	9831	1123	0.59		22	22
#	-0.015;0.106	#	0.005;0.182	-0.025;0.768	#	#	-0.081;0.203	-0.293;0.539	#	-0.060;0.471	#	#	-0.033;0.078	0.011;0.018	-0.445;0.308	#	#	#	#	0.136;1.480	#	100000	1.000	1.000	1	51.30	9843	1135	0.45		22	22
#	0.017;0.103	#	0.204;0.269	#	#	-0.050;0.118	0.263;0.416	0.227;0.887	5.471;9.791	0.491;1.392	0.128;0.666	#	0.010;0.093	0.002;0.013	#	#	-0.100;1.167	0.433;0.782	#	#	#	001100	1.000	1.000	1	111.88	9858	1150	0.55		22	22
#	#	-0.007;0.145	-0.027;0.142	0.742;1.324	#	#	0.038;0.286	#	-1.415;6.608	-0.122;0.185	#	#	0.001;0.062	0.001;0.013	#	#	#	#	#	#	0.402;1.300	100001	0.044	0.534	1	79.26	9878	1170	0.41		156	292
#	0.017;0.103	#	#	-0.234;0.313	3.935;10.666	-0.046;0.213	0.263;0.416	#	5.471;9.791	0.491;1.392	#	#	0.010;0.134	#	#	#	-0.100;1.167	0.456;0.692	0.058;0.113	#	-0.328;0.929	001100	0.071	0.589	1	59.24	9907	1199	0.55		66	112
-91.739;-76.334	#	#	#	#	#	#	#	0.798;1.083	4.301;8.744	#	0.513;0.829	-0.251;0.212	#	#	0.246;0.728	#	-0.743;1.756	#	#	#	#	001100	1.000	1.000	1	40.88	9909	1201	0.32		22	22
#	-0.016;0.094	0.157;0.395	#	-0.576;0.588	#	#	0.063;0.343	0.553;1.077	3.029;12.163	0.787;1.145	#	#	0.027;0.083	#	-0.402;0.891	0.818;1.237	#	0.217;0.725	0.044;0.104	1.560;2.959	#	001100	1.000	1.000	1	40.07	9913	1205	0.59		22	22
#	0.014;0.125	#	#	#	1.592;5.919	#	#	0.253;0.560	5.456;10.023	#	#	#	#	#	-0.051;0.663	-0.501;0.861	1.507;2.431	0.252;0.676	#	1.035;2.434	-0.239;1.107	010100	1.000	1.000	1	85.55	9944	1236	0.45		22	22
-94.915;-67.652	-0.016;0.090	#	0.042;0.139	#	5.481;11.370	-0.140;0.196	#	0.161;0.850	#	#	0.342;0.537	#	#	0.002;0.016	1.234;1.735	#	#	#	0.058;0.115	0.123;2.044	-0.538;0.718	001110	1.000	1.000	1	94.39	9993	1240	0.55		45	45
-83.914;-73.294	#	#	#	#	#	#	#	#	#	#	0.342;0.593	-0.164;0.252	#	#	#	-0.132;0.655	#	0.578;0.861	0.058;0.106	#	#	001110	0.043	0.533	1	74.71	9973	1265	0.27		179	336
#	#	0.153;0.274	#	-0.285;-0.112	#	#	0.193;0.423	#	#	#	#	#	#	0.002;0.013	#	#	-0.734;1.799	#	#	#	#	001110	0.000	0.188	1	125.17	1271	1271	0.23		0	0
-101.255;-74.723	0.048;0.150	#	#	#	#	#	-0.001;0.244	#	#	-0.350;0.525	#	#	#	#	0.503;1.043	#	#	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	1	42.60	9980	1272	0.32		22	22
#	-0.014;0.193	#	0.042;0.139	-0.361;0.556	7.259;15.191	-0.140;0.196	#	#	0.055;5.362	#	0.342;0.593	#	#	0.004;0.012	#	#	#	#	#	#	-0.375;0.900	001110	0.040	0.525	1	68.12	9993	1480	0.41		241	459
#	0.028;0.088	0.263;0.380	#	#	#	-0.140;0.196	#	#	#	0.417;0.812	0.342;0.572	#	#	#	0.137;1.314	0.462;0.908	#	#	#	#	#	001110	1.000	1.000	1	46.42	9810	1493	0.32		43	43
#	0.145;0.277	-0.005;0.134	#	1.507;2.019	-1.105;2.501	0.193;0.375	#	#	#	#	0.425;0.742	#	0.038;0.098	#	#	#	#	0.086;0.637	#	#	0.950;1.937	000001	1.000	1.000	1	43.88	9823	1506	0.41		21	21
#	-0.015;0.106	#	0.086;0.182	#	1.809;7.217	#	-0.081;0.203	-0.293;0.539	#	0.426;0.471	#	#	#	#	#	#	#	#	0.100;0.153	0.136;1.480	#	100000	1.000	1.000	2	50.53	9843	1526	0.36		21	21
-74.058;-62.076	0.027;0.125	#	-0.004;0.116	1.116;2.138	#	#	#	#	#	-0.018;0.515	#	#	#	0.003;0.014	-0.548;0.320	-0.339;0.549	#	#	0.070;0.102	-0.377;1.187	#	110000	1.000	1.000	2	71.22	9881	1564	0.45		42	42
#	#	-0.023;0.196	0.066;0.136	-0.357;0.229	-0.560;5.930	#	#	-0.180;0.389	#	0.014;0.322	0.537;0.919	#	#	#	0.189;1.385	#	-0.044;1.051	#	#	0.243;1.203	-0.188;1.122	000001	0.053	0.556	1	106.06	9998	1580	0.50		430	774
#	#	#	#	#	#	0.047;0.283	-0.035;0.225	-0.150;0.682	#	#	#	-0.004;0.280	0.033;0.144	#	-0.405;0.753	#	0.930;1.923	0.058;0.463	#	#	0.904;1.819	011000	0.132	0.667	1	67.99	9906	1589	0.41		42	63
#	-0.016;0.094	0.231;0.320	#	#	#	#	0.063;0.343	0.553;1.077	3.029;12.163	0.787;1.145	#	-0.061;0.276	0.027;0.083	#	-0.402;0.891	#	#	#	0.044;0.104	1.560;2.959	#	001100	1.000	1.000	1	40.06	9913	1596	0.50		21	21
#	#	#	#	#	6.262;10.588	#	#	0.200;0.850	1.867;6.434	#	#	#	#	0.002;0.013	1.128;1.841	-0.353;0.769	#	#	#	-0.305;1.726	-0.538;0.718	001110	0.127	0.662	1	78.81	9993	1631	0.36		43	65
-75.436;-56.607	#	#	0.066;0.136	-0.357;0.229	#	#	0.018;0.172	#	#	#	0.537;0.919	#	#	#	#	#	-0.044;1.051	0.401;0.674	#	0.273;0.986	-0.188;1.122	000001	0.128	0.663	1	124.06	9963	1646	0.41		258	389
#	#	#	0.211;0.312	-0.361;0.556	7.259;15.191	-0.060;0.131	#	#	#	#	0.342;0.593	-0.068;0.182	#	0.004;0.016	#	#	#	#	#	#	-0.096;0.640	001110	1.000	1.000	2	70.68	9979	1662	0.36		21	21
#	0.054;0.144	#	#	#	#	#	-0.001;0.244	#	-0.240;8.030	-0.350;0.525	#	#	#	0.018;0.028	#	#	0.760;2.232	#	0.140;0.162	#	-0.000;1.077	000001	1.000	1.000	1	42.49	9980	1663	0.36		21	21
#	-0.014;0.193	#	0.042;0.139	#	7.259;18.191	-0.140;0.196	#	-0.151;0.681	0.055;5.362	#	0.342;0.593	#	#	#	#	-0.041;0.655	#	#	#	#	-0.375;0.900	001110	0.040	0.525	1	68.12	9993	1664	0.41		238	453
-96.018;-69.059	0.017;0.103	#	#	-0.438;0.443	#	#	#	0.227;0.887	5.471;9.791	0.491;1.392	#	#	#	0.002;0.013	#	0.166;0.970	-0.100;1.167	0.433;0.692	0.058;0.113	#	-0.139;0.740	001100	0.129	0.664	1	63.90	9907	1683	0.55		83	125
-74.713;-61.447	#	-0.006;0.184	#	-0.357;0.229	-5.298;5.476	0.150;0.305	0.018;0.172	#	#	-0.115;0.428	0.556;0.693	0.180;0.471	#	#	0.073;0.999	-0.327;0.661	-0.044;1.051	#	#	#	#	000001	0.065	0.579	1	115.78	9945	1696	0.55		235	406
-86.154;-73.316	#	-0.019;0.136	#	#	#	#	0.008;0.108	-0.208;0.407	#	#	0.257;0.459	0.242;0.486	#	#	#	#	2.081;3.690	#	0.129;0.190	#	#	110001	1.000	1.000	1	43.07	9628	1702	0.36		20	20
-86.154;-73.316	#	-0.019;0.136	-0.018;0.115	#	#	#	0.008;0.108	-0.208;0.407	4.553;9.984	#	0.257;0.459	0.242;0.486	#	#	#	#	2.081;3.690	0.238;0.765	0.129;0.190	0.112;2.115	#	110001	1.000	1.000	1	43.07	9628	1702	0.55		20	20
-107.521;-75.426	#	0.080;0.280	0.122;0.221	#	#	#	0.071;0.251	0.100;0.898	5.195;8.528	#	#	#	0.006;0.098	0.003;0.016	#	0.257;0.877	#	#	0.061;0.121	0.329;2.030	0.219;0.742	011000	0.126	0.661	1	76.46	9991	1716	0.55		123	186
-83.914;-73.294	#	#	#	#	#	-0.069;0.108	0.060;0.179	#	#	#	0.342;0.593	#	#	#	#	#	#	0.578;0.861	0.058;0.106	#	#	001110	0.094	0.624	1	88.09	9959	1720	0.27		106	170
-82.830;-58.438	0.046;0.123	#	#	0.742;1.324	#	#	#	-0.138;0.432	#	#	#	#	0.001;0.062	#	#	#	#	#	0.098;0.135	#	#	100001	0.132	0.667	1	88.32	9680	1754	0.27		40	60
#	#	#	#	-0.327;0.766	1.039;6.975	0.020;0.298	#	#	-0.391;9.755	0.011;0.702	#	#	#	#	#	#	-0.337;2.201	#	#	2.143;3.707	#	001000	1.000	1.000	1	74.18	9701	1775	0.32		21	21
-74.713;-61.447	#	-0.023;0.202	#	-0.357;0.229	-5.298;5.476	0.150;0.305	0.018;0.172	#	#	-0.115;0.428	0.556;0.693	0.180;0.471	#	#	0.073;0.999	-0.327;0.661	-0.044;1.051	#	#	#	-0.077;0.946	000001	0.064	0.577	1	115.78	9945	1777	0.59		233	404
#	0.028;0.119	0.263;0.380	#	-0.357;0.771	#	-0.057;0.161	#	#	4.843;13.730	#	0.349;0.572	#	#	#	0.137;1.314	0.155;0.908	#	#	#	#	#	001110	1.000	1.000	1	47.86	9724	1798	0.36		21	21
#	#	-0.006;0.184	0.066;0.136	-0.357;0.229	#	#	0.018;0.172	#	#	#	0.556;0.919	#	#	#	#	-0.319;0.661	-0.044;1.051	#	#	#	-0.188;1.122	000001	0.042	0.530	1	101.00	9998	1806	0.36		356	672
#	#	#	0.135;0.221	-0.384;0.445	#	#	0.052;0.236	#	5.195;8.528	#	0.457;0.746	#	#	0.003;0.016	#	0.257;0.877	#	0.265;0.510	#	0.176;1.383	#	011000	0.126	0.661	1	74.08	9865	1834	0.41		82	124
-75.436;-56.607	#	#	0.066;0.136	#	0.644;8.335	#	0.018;0.172	#	#	#	0.537;0.919	#	#	#	0.073;0.999	#	-0.044;1.051	0.401;0.674	#	#	-0.188;1.122	000001	0.058	0.565	1	111.07	9963	1856	0.41		272	481
#	-0.019;0.134	#	#	-0.361;0.767	7.259;9.309	-0.140;0.196	#	0.436;0.858	#	#	0.342;0.593	#	#	0.004;0.016	#	#	#	#	#	#	#	001110	0.132	0.667	1	62.90	9987	1884	0.32		124	186
-82.830;-69.243	#	#	#	#	0.334;3.523	#	#	-0.163;0.247	#	-0.122;0.185	#	0.078;0.520	0.001;0.088	0.001;0.013	0.092;1.230	#	1.830;2.686	0.110;0.552	#	#	#	100001	0.052	0.554	1	87.61	9931	1895	0.45		103	186
-91.877;-63.634	0.145;0.277	#	0.066;0.133	#	-1.105;2.501	#	0.018;0.144	#	#	-0.181;0.719	#	0.366;0.709	0.038;0.098	0.005;0.012	-0.512;0.067	#	#	#	#	0.494;1.262	0.950;1.937	000001	1.000	1.000	1	43.36	9823	1897	0.55		20	20
-108.933;-89.248	#	#	0.018;0.177	-0.615;-0.203	3.434;7.400	#	#	#	7.427;12.208	-0.047;0.717	0.298;0.478	0.068;0.391	#	0.003;0.014	#	#	-0.604;1.639	#	#	#	-0.510;0.675	001100	0.003	0.500	1	164.50	1914	1914	0.50		0	0
#	#	0.170;0.256	#	-0.208;0.233	#	#	#	#	5.471;9.791	#	0.513;0.829	0.001;0.212	#	#	0.246;0.728	#	-0.743;1.756	0.240;0.494	#	#	#	001100	0.121	0.656	1	61.85	9858	1932	0.36		40	61
-81.653;-69.243	#	-0.075;0.157	-0.032;0.142	#	#	#	#	-0.163;0.247	-1.415;6.608	-0.122;0.306	#	#	#	#	#	#	1.080;2.686	0.144;0.552	#	#	-0.246;0.939	100001	0.040	0.526	2	63.44	9960	1952	0.41		205	390
-81.653;-69.243	#	-0.075;0.162	-0.032;0.142	0.008;1.172	#	#	-0.026;0.101	-0.163;0.247	#	#	#	#	#	#	#	#	1.080;2.686	0.144;0.552	#	#	#	100001	0.039	0.522	1	71.67	9960	1962	0.36		225	431
#	#	-0.009;0.224	#	#	#	0.047;0.283	-0.013;0.225	-0.150;0.682	#	#	0.431;0.584	-0.004;0.280	0.033;0.144	#	-0.306;0.753	0.267;0.685	-0.006;1.923	#	0.061;0.125	0.128;1.034	0.859;1.864	011000	0.132	0.667	1	67.90	9906	1980	0.59		40	60
#	#	0.170;0.256	#	#	#	-0.050;0.127	#	0.798;1.083	1.353;9.499	#	0.513;0.829	-0.251;0.212	-0.013;0.115	#	0.246;0.728	#	-0.743;1.756	#	#	#	#	001100	1.000	1.000	1	38.23	9909	1983	0.41		20	20
#	0.014;0.125	0.083;0.217	#	#	1.592;5.919	#	#	0.253;0.560	5.456;10.023	#	#	#	#	#	-0.051;0.663	#	1.507;2.431	0.252;0.676	0.065;0.102	1.035;2.434	-0.239;1.107	010100	1.000	1.000	1	73.47	9944	2018	0.50		20	20
#	-0.016;0.081	#	#	#	5.481;11.370	-0.140;0.100	#	0.161;0.850	1.867;6.434	#	#	#	#	0.002;0.016	1.234;1.841	#	#	#	#	#	#	001110	0.126	0.661	1	78.79	9993	2022	0.32		41	62
#	#	0.238;0.451	#	-0.085;0.930	#	#	#	#	1.325;5.768	#	0.708;0.937	#	#	0.004;0.010	-0.154;0.675	#	#	#	#	0.243;1.203	#	000001	1.000	1.000	1	33.24	9956	2030	0.32		20	20
-101.112;-81.855	#	#	0.042;0.139	-0.361;0.556	#	-0.140;0.161	#	#	0.055;5.362	#	0.342;0.593	#	#	0.004;0.012	#	#	#	#	#	0.518;1.917	-0.520;0.665	001110	0.059	0.567	1	88.87	9959	2033	0.41		80	141
-81.653;-69.243	#	-0.075;0.162	#	#	#	#	-0.026;0.101	-0.163;0.247	-1.415;6.608	#	#	#	#	#	#	#	1.080;2.686	0.144;0.552	#	#	-0.246;0.939	100001	0.052	0.553	2	62.14	9972	2034	0.36		202	365
#	0.046;0.132	#	0.066;0.136	#	#	0.128;0.381	#	#	#	-0.293;0.583	0.563;0.742	#	#	#	#	#	-0.645;1.032	0.181;0.745	#	#	-0.262;1.122	000001	0.069	0.586	1	109.44	9963	2037	0.36		346	590
#	#	#	0.042;0.229	#	#	#	0.198;0.424	0.417;1.032	#	0.530;1.320	0.342;0.593	-0.164;0.336	#	#	#	0.462;0.655	-0.110;1.123	#	0.057;0.106	#	#	001110	0.137	0.672	1	62.31	9987	2047	0.41		41	61
#	0.104;0.195	0.052;0.144	0.051;0.142	0.085;0.414	#	0.241;0.418	#	#	#	#	0.454;0.623	#	0.040;0.149	0.003;0.015	0.351;0.949	0.010;0.563	0.958;2.939	#	#	#	#	001001	1.000	1.000	1	136.44	9976	2050	0.50		20	20
#	-0.012;0.088	#	0.211;0.312	#	7.259;9.583	-0.140;0.196	#	#	0.055;5.362	#	0.342;0.593	-0.164;0.252	#	0.004;0.016	#	#	#	#	#	#	-0.259;0.640	001110	1.000	1.000	1	69.03	9979	2053	0.41		20	20
