Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	-0.019;0.116	#	#	#	#	-0.316;0.516	#	-0.198;0.456	#	#	-0.004;0.108	#	0.109;0.746	#	1.704;4.066	#	0.132;0.187	0.482;1.745	#	110001	1.000	1.000	1	157.13	49795	3657	0.36		118	118
#	0.050;0.139	0.002;0.218	0.025;0.106	#	#	#	0.024;0.143	-0.061;0.485	7.946;13.994	#	#	-0.008;0.243	#	#	-0.103;0.919	0.105;1.144	#	#	0.044;0.105	#	-0.052;0.504	101000	1.000	1.000	1	257.06	49857	3719	0.50		118	118
#	#	#	0.074;0.249	#	3.822;10.792	0.010;0.314	#	#	#	#	0.576;0.729	#	#	#	#	-0.156;0.731	0.226;2.588	#	0.070;0.124	#	0.357;2.423	011000	0.344	0.808	1	573.73	49896	3749	0.36		709	1536
#	#	#	#	#	#	#	#	#	2.546;6.495	#	#	#	#	#	#	#	1.521;3.644	#	0.104;0.150	#	#	010000	0.328	0.800	1	335.59	49992	3755	0.14		237	591
#	#	#	0.000;0.136	#	1.215;8.306	#	#	#	#	-0.305;0.496	0.205;0.592	#	0.021;0.134	0.002;0.012	0.492;1.572	#	#	0.094;0.583	0.107;0.148	#	#	010000	1.000	1.000	1	321.91	49992	3755	0.41		237	237
#	-0.030;0.061	#	0.098;0.202	#	#	#	#	-0.116;0.739	#	#	#	#	0.012;0.124	0.005;0.011	0.283;1.152	-0.156;1.027	#	#	#	1.159;1.654	-0.265;0.435	000110	0.159	0.692	1	518.65	49908	3770	0.41		118	1536
-100.618;-89.064	#	#	0.181;0.282	-0.564;0.564	#	#	#	#	#	#	#	#	0.045;0.117	#	#	1.186;2.274	-1.156;1.240	#	#	#	#	000110	1.000	1.000	1	181.28	49957	3819	0.27		118	118
-86.763;-75.209	#	#	#	-0.407;0.563	3.296;10.988	#	#	#	#	0.348;0.645	0.218;0.754	#	#	0.003;0.013	-0.167;0.546	#	-0.006;1.980	0.313;0.614	#	1.107;2.012	-0.182;0.584	011100	0.554	0.889	1	403.61	49615	3868	0.50		117	353
#	#	#	#	-0.046;0.366	#	#	0.223;0.456	#	4.298;7.034	#	#	-0.064;0.339	#	#	#	#	#	#	0.066;0.105	#	#	001100	0.299	0.786	1	330.85	49637	3936	0.23		117	824
#	#	#	0.233;0.325	-0.046;0.366	#	#	#	#	4.298;9.376	0.936;1.627	#	0.095;0.339	#	0.003;0.014	#	#	0.061;2.250	#	#	#	#	001100	1.000	1.000	1	271.60	49685	3938	0.32		352	352
-75.528;-57.126	#	#	#	#	#	0.161;0.479	-0.029;0.132	#	#	#	0.313;0.482	0.279;0.543	0.006;0.063	#	0.137;1.198	#	#	#	0.081;0.116	#	0.950;2.206	100001	0.582	0.897	1	412.97	49988	3966	0.41		706	1530
#	0.032;0.108	0.297;0.392	#	#	1.649;4.894	#	0.141;0.310	#	#	0.407;1.012	0.727;0.918	#	#	#	#	#	#	#	#	#	#	000001	1.000	1.000	1	245.92	49732	3985	0.27		117	117
-88.451;-60.636	#	#	#	0.334;1.055	#	#	#	#	0.064;6.112	#	0.485;0.841	0.273;0.458	0.069;0.187	#	-0.162;1.015	#	#	0.130;0.657	#	0.544;1.641	#	100001	0.283	0.777	1	290.77	49748	4001	0.41		117	353
#	#	#	0.044;0.198	#	#	#	-0.019;0.261	#	#	#	0.389;0.782	0.702;0.733	#	0.019;0.026	#	#	#	0.410;0.805	#	0.332;1.649	#	000001	0.100	1.000	1	66.12	4009	4009	0.32		0	0
#	-0.040;0.123	-0.028;0.179	#	#	#	#	#	#	#	#	#	-0.024;0.293	#	0.010;0.018	#	#	#	#	#	#	#	100000	0.513	0.875	1	360.57	49815	4068	0.18		234	468
-96.817;-70.787	-0.002;0.061	0.049;0.180	#	#	#	-0.116;0.306	#	#	#	#	0.295;0.679	#	#	#	0.232;1.061	#	-0.491;1.768	0.384;1.090	#	#	#	000110	0.144	0.679	1	597.61	49991	4076	0.36		1058	6345
#	0.128;0.185	0.068;0.183	0.088;0.156	#	#	#	#	0.165;0.739	#	#	#	#	#	0.004;0.012	#	-0.283;0.873	#	#	#	#	#	001010	0.227	0.744	1	340.41	49970	4090	0.27		235	1528
-110.348;-84.673	0.050;0.139	0.002;0.218	#	#	#	#	#	-0.061;0.485	#	#	#	-0.008;0.243	#	#	-0.103;0.919	0.105;1.144	#	#	#	#	#	101000	0.178	0.708	1	428.62	49857	4110	0.32		117	468
-97.271;-72.023	#	#	#	-0.652;0.272	6.845;10.691	-0.065;0.184	#	#	5.028;13.545	0.678;1.107	0.323;0.645	#	0.039;0.099	0.005;0.012	#	#	-0.625;1.189	#	#	#	#	001110	1.000	1.000	1	342.19	49891	4144	0.45		234	234
#	#	0.035;0.197	0.096;0.217	-0.547;0.547	#	0.291;0.528	#	-0.033;0.434	3.282;6.985	-0.086;0.482	#	0.421;0.606	#	0.006;0.014	-0.038;0.888	-0.118;0.602	-0.592;0.784	#	#	#	#	001000	1.000	1.000	1	331.36	49916	4169	0.55		234	234
-113.440;-84.341	0.209;0.313	#	#	#	#	#	#	#	#	#	0.136;0.458	#	#	0.006;0.014	0.278;1.513	#	0.300;1.806	#	0.062;0.101	#	0.766;1.340	000100	1.000	1.000	1	210.40	49928	4181	0.36		117	117
#	#	#	0.233;0.325	-0.046;0.366	2.881;9.010	#	0.223;0.456	#	4.298;9.791	0.936;1.627	#	0.095;0.339	#	0.003;0.014	#	#	0.061;2.250	#	0.066;0.094	#	-0.090;0.790	001100	1.000	1.000	1	400.73	49683	4327	0.50		116	116
#	#	0.073;0.311	#	#	#	#	#	0.380;1.064	#	#	#	#	0.114;0.138	#	#	#	#	#	#	#	-0.148;0.749	001100	0.090	0.979	1	197.50	4327	4327	0.18		0	0
#	#	#	#	#	#	#	-0.019;0.261	#	#	-0.067;0.242	0.389;0.782	0.502;0.733	#	#	#	#	#	#	0.124;0.177	#	#	000001	1.000	1.000	1	184.69	49756	4400	0.23		116	116
#	0.057;0.141	#	#	#	#	0.163;0.492	-0.019;0.261	#	#	-0.067;0.242	#	#	#	#	-0.151;0.871	#	#	#	0.122;0.179	0.332;1.649	#	000001	0.196	0.722	1	185.82	49756	4400	0.32		116	349
#	#	#	#	#	#	#	#	-0.316;0.516	3.133;11.403	#	0.159;0.557	#	0.017;0.108	0.018;0.024	#	#	1.704;4.066	0.309;0.695	0.132;0.187	0.482;1.745	#	110001	1.000	1.000	1	157.13	49795	4439	0.41		116	116
#	-0.025;0.098	#	#	-0.251;0.260	4.588;10.477	#	#	#	#	#	0.374;0.614	#	0.018;0.120	0.002;0.013	#	-0.072;0.581	-0.450;1.056	0.227;0.650	0.066;0.106	0.097;1.853	-0.407;0.760	000100	0.118	0.652	1	611.21	49816	4460	0.55		116	9316
#	#	0.142;0.228	#	#	#	#	#	0.318;0.637	1.541;7.465	-0.063;0.492	0.438;0.673	#	0.056;0.146	0.006;0.018	0.169;0.748	#	-0.498;0.583	#	0.066;0.105	1.236;3.020	#	000100	0.646	0.916	1	378.98	49821	4465	0.50		116	233
#	#	0.078;0.157	#	#	1.774;8.504	#	-0.041;0.212	#	-0.094;5.404	0.237;0.425	#	0.058;0.276	0.083;0.162	#	#	-0.141;0.678	#	#	0.062;0.104	#	0.763;1.571	001010	1.000	1.000	1	573.57	49989	4483	0.45		350	350
#	#	#	#	-0.438;0.677	#	#	-0.072;0.184	#	1.191;8.720	#	#	0.134;0.338	0.054;0.175	#	#	0.383;1.153	#	#	#	1.283;2.874	#	000010	1.000	1.000	1	287.86	49841	4485	0.32		116	116
#	-0.005;0.153	0.231;0.412	#	#	6.845;10.691	#	#	#	#	#	0.323;0.542	#	0.039;0.099	#	#	#	-0.625;1.189	#	0.047;0.104	#	#	001110	1.000	1.000	2	276.87	49891	4535	0.32		116	116
#	#	#	0.037;0.270	-0.547;0.547	#	0.291;0.528	0.064;0.328	#	3.282;6.985	#	#	0.421;0.735	0.044;0.118	#	#	-0.118;0.602	#	#	#	#	#	001000	1.000	1.000	1	331.36	49916	4560	0.36		232	232
#	0.128;0.185	-0.039;0.183	#	#	-0.266;4.782	#	#	0.165;0.739	5.259;10.073	#	#	#	#	0.004;0.012	0.116;1.524	-0.283;0.873	#	#	#	-0.239;0.950	#	001010	1.000	1.000	2	287.27	49970	4614	0.41		116	116
#	#	0.231;0.412	#	-0.186;0.652	5.030;12.362	#	#	#	#	0.317;1.065	0.379;0.645	-0.145;0.252	0.032;0.153	0.010;0.010	#	0.146;0.858	#	0.250;1.107	0.047;0.104	#	0.742;1.603	001110	0.100	1.000	1	142.62	4621	4621	0.55		0	0
#	-0.009;0.077	#	#	#	#	0.224;0.492	#	#	#	#	#	0.171;0.616	#	#	#	-0.447;0.808	#	#	0.065;0.122	#	-0.265;1.046	000001	0.504	0.872	1	624.71	49996	4701	0.27		2086	4518
#	#	0.073;0.311	0.218;0.325	#	2.881;9.470	#	0.223;0.456	0.380;1.064	5.471;9.791	#	0.507;0.917	#	0.061;0.114	#	#	#	#	#	#	#	-0.090;0.790	001100	1.000	1.000	1	400.42	49683	4718	0.41		230	230
#	#	#	-0.006;0.111	1.495;2.006	#	0.303;0.440	#	-0.311;0.468	#	-0.188;0.713	0.313;0.482	0.289;0.543	#	0.004;0.013	#	-0.259;0.830	2.019;3.217	#	#	#	0.800;1.811	100001	0.400	0.833	1	391.02	49710	4745	0.50		115	231
#	#	0.297;0.392	#	#	1.649;4.894	#	0.141;0.476	#	#	#	0.727;0.918	#	#	#	-0.151;0.871	#	#	-0.050;0.552	#	-0.088;0.872	#	000001	1.000	1.000	1	245.92	49732	4767	0.32		115	115
#	#	-0.046;0.176	#	#	#	#	-0.004;0.145	#	0.847;4.673	#	0.281;0.538	#	#	0.003;0.014	#	#	#	#	0.057;0.112	0.112;1.073	#	010001	0.072	0.591	1	570.78	49746	4781	0.32		115	20011
#	0.120;0.213	#	#	#	#	#	0.011;0.153	-0.083;0.509	#	#	#	0.273;0.458	0.069;0.187	#	#	#	#	#	#	1.065;1.641	0.170;0.762	100001	1.000	1.000	2	244.32	49748	4783	0.32		115	115
-94.622;-81.356	#	#	#	#	4.033;12.686	#	-0.019;0.261	-0.230;0.396	#	-0.067;0.242	0.389;0.782	#	#	0.019;0.026	#	#	#	#	#	0.597;1.649	#	000001	1.000	1.000	2	184.69	49756	4791	0.36		115	115
-79.293;-52.333	-0.004;0.087	0.004;0.099	-0.066;0.133	0.940;2.050	-2.713;2.816	0.216;0.366	#	-0.088;0.334	#	#	#	0.277;0.666	0.016;0.074	0.003;0.009	-0.219;0.938	#	1.997;3.743	#	0.062;0.122	#	#	100000	0.680	0.926	1	435.56	49929	4836	0.64		692	1039
#	-0.040;0.123	#	#	-0.369;0.566	#	-0.008;0.201	#	#	#	#	#	#	#	0.010;0.016	-0.123;1.208	#	#	#	#	0.138;1.537	-0.090;0.646	100000	1.000	1.000	1	469.00	49815	4850	0.32		115	115
#	#	#	#	-0.631;0.638	#	-0.044;0.144	0.090;0.255	0.120;0.568	#	0.191;0.549	#	-0.044;0.187	#	#	-0.083;0.881	0.002;1.017	-0.317;1.139	0.498;1.166	0.044;0.108	#	-0.207;0.711	001110	0.402	0.834	1	520.84	49964	4896	0.55		924	2538
#	#	#	#	1.385;2.020	#	0.224;0.492	#	-0.152;0.293	#	#	#	#	#	#	#	-0.447;0.474	#	#	#	#	#	000001	0.149	0.683	1	366.26	49905	4940	0.18		115	1152
#	0.038;0.127	#	0.063;0.233	0.900;1.482	-0.656;2.589	#	#	#	#	#	#	#	#	#	#	-0.172;0.749	#	#	#	-0.660;1.343	0.800;1.338	100001	0.400	0.833	1	391.43	49914	4949	0.32		115	231
#	-0.004;0.087	#	#	#	#	#	#	#	#	#	#	#	#	0.003;0.009	-0.219;0.938	#	3.282;3.743	#	#	#	#	100000	0.647	0.917	1	350.35	49929	4964	0.18		115	230
-87.433;-75.451	-0.024;0.097	#	0.012;0.106	-0.431;0.450	#	#	-0.044;0.163	#	5.592;10.035	#	#	#	0.017;0.092	#	#	#	-0.725;1.568	#	#	0.384;1.591	#	001101	1.000	1.000	1	372.87	49937	4972	0.41		115	115
#	0.066;0.138	#	0.181;0.282	-0.564;0.564	1.418;6.586	#	0.144;0.428	0.919;1.444	#	0.331;1.059	#	-0.076;0.227	0.045;0.117	#	#	#	-1.156;1.240	#	0.056;0.089	#	#	000110	1.000	1.000	1	181.28	49957	4992	0.50		115	115
-95.587;-73.762	#	#	0.218;0.325	#	#	#	#	#	#	#	0.566;0.779	-0.084;0.339	#	0.003;0.014	#	#	#	#	#	0.069;1.359	#	001100	1.000	1.000	2	336.07	49966	5001	0.27		345	345
#	#	#	0.085;0.184	#	-0.266;8.504	#	#	0.012;0.739	#	0.237;0.425	#	#	0.083;0.114	#	0.077;1.369	-0.283;0.678	#	#	0.058;0.108	0.009;0.950	#	001010	0.344	0.808	1	646.27	49989	5005	0.41		346	1497
#	#	0.065;0.230	#	-0.547;0.578	#	#	0.235;0.328	-0.033;0.434	3.282;6.985	#	#	0.421;0.606	#	0.004;0.014	#	-0.118;0.602	#	0.193;0.843	#	#	#	001000	0.075	0.944	1	452.12	5079	5079	0.41		0	0
#	#	#	0.093;0.174	-0.089;0.511	-1.116;7.057	#	-0.011;0.267	#	#	#	#	-0.010;0.405	0.029;0.108	#	#	#	0.334;1.771	#	#	#	#	111000	0.065	0.578	1	671.29	49938	5123	0.32		458	13198
-72.946;-50.983	#	#	#	#	3.737;7.343	#	#	-0.207;0.636	-1.093;7.728	#	#	#	#	#	#	#	#	#	#	-0.433;1.873	0.881;1.455	110000	0.326	0.799	1	349.81	49703	5129	0.27		228	573
#	#	0.000;0.086	-0.014;0.111	-0.042;1.162	#	#	#	#	#	#	#	#	#	0.004;0.013	-0.384;0.909	#	#	#	#	0.803;1.262	0.489;1.153	100001	0.402	0.833	1	445.00	5162	5162	0.32		0	115
-75.528;-57.126	#	#	#	1.023;1.482	-0.656;2.589	#	#	#	-0.736;5.929	#	0.313;0.482	0.279;0.543	#	0.002;0.013	#	#	#	#	0.081;0.143	-0.660;1.343	0.800;1.338	100001	0.591	0.900	1	442.39	49988	5273	0.45		229	572
-113.440;-84.341	0.157;0.313	-0.030;0.205	#	#	4.463;10.232	0.076;0.235	#	-0.160;0.592	#	#	#	#	0.144;0.228	#	0.278;1.513	#	0.300;1.806	0.143;0.746	0.062;0.101	#	0.766;1.340	000100	1.000	1.000	1	210.40	49928	5354	0.55		114	114
#	#	#	#	#	#	#	#	-0.058;0.466	0.064;6.112	-0.188;0.713	0.557;0.841	#	0.069;0.243	#	-0.162;1.015	#	#	0.468;0.985	#	#	0.170;0.762	100001	0.513	0.875	1	498.89	49948	5374	0.36		228	456
-96.817;-50.777	#	-0.002;0.227	0.015;0.198	#	9.557;12.234	#	0.018;0.213	0.346;0.836	#	0.011;0.924	#	-0.068;0.166	#	0.005;0.011	#	-0.145;1.027	#	#	#	#	#	000110	0.751	0.944	1	386.99	49968	5394	0.45		228	342
#	-0.005;0.153	0.231;0.412	#	#	#	-0.103;0.206	0.360;0.471	#	#	0.164;1.065	0.379;0.542	-0.145;0.344	0.032;0.153	#	#	0.205;0.858	#	0.079;0.756	0.047;0.104	#	0.894;1.451	001110	1.000	1.000	1	209.28	49977	5403	0.55		114	114
#	#	0.000;0.086	-0.006;0.113	#	#	#	-0.027;0.103	#	-0.402;3.054	-0.062;0.358	#	#	#	0.004;0.013	-0.384;0.909	#	#	0.044;0.750	0.064;0.099	#	#	100001	0.402	0.833	1	564.57	49988	5437	0.41		3191	9233
#	#	#	0.218;0.325	#	#	-0.051;0.171	#	#	4.298;9.376	#	#	-0.084;0.339	0.004;0.122	#	0.049;0.956	#	0.061;1.509	0.226;0.508	#	#	#	001100	0.868	0.972	1	293.34	49966	5502	0.36		567	681
#	#	#	-0.024;0.150	1.034;2.092	-2.306;5.986	#	#	#	#	-0.041;0.390	#	#	-0.005;0.056	#	0.142;1.338	#	2.852;3.810	#	#	#	#	110000	0.237	0.750	1	341.98	49688	5505	0.32		113	683
#	-0.012;0.067	#	0.162;0.209	#	#	#	#	#	0.230;9.488	-0.004;0.798	0.301;0.617	#	0.027;0.093	#	#	-0.219;1.017	-0.792;0.988	#	#	#	-0.207;0.711	001110	0.145	0.679	1	474.90	49763	5509	0.41		227	1480
#	#	#	0.085;0.184	#	#	0.009;0.286	#	-0.111;0.595	#	0.237;0.425	#	0.058;0.276	#	#	0.077;1.369	#	#	#	#	#	#	001010	0.150	0.685	1	560.24	49989	5531	0.27		910	10579
#	0.023;0.116	0.297;0.392	#	#	1.649;4.894	#	0.141;0.476	#	#	#	0.727;0.918	#	#	#	-0.151;0.871	#	#	-0.050;0.552	#	-0.088;0.872	#	000001	1.000	1.000	1	245.92	49732	5549	0.36		113	113
#	-0.005;0.153	0.231;0.412	#	#	#	#	#	#	1.572;8.548	0.164;1.065	#	#	#	0.005;0.010	-0.083;0.881	#	-0.792;1.189	0.498;1.229	#	#	#	001110	0.555	0.889	1	317.85	49749	5566	0.36		113	339
#	#	-0.037;0.154	0.015;0.116	#	#	#	#	-0.316;0.516	#	-0.198;0.456	#	#	-0.004;0.108	#	0.109;0.746	#	2.321;3.450	#	0.132;0.187	0.482;1.745	0.814;1.712	110001	1.000	1.000	1	157.13	49795	5612	0.45		113	113
#	0.128;0.185	#	#	#	#	#	#	0.165;0.739	#	#	#	0.408;0.698	-0.001;0.067	#	#	-0.283;0.873	#	#	0.082;0.107	0.039;1.109	#	001010	0.646	0.916	1	341.42	49837	5654	0.32		113	227
#	#	-0.003;0.177	0.042;0.118	#	3.745;8.553	#	#	#	1.147;6.331	-0.309;0.548	0.323;0.546	-0.112;0.212	0.110;0.182	#	-0.083;0.881	-0.159;0.460	#	0.498;1.166	#	0.423;1.960	#	001110	1.000	1.000	1	487.16	49842	5659	0.55		226	226
-82.051;-54.638	0.049;0.205	#	#	#	1.711;8.201	#	#	#	#	#	#	0.063;0.353	#	#	#	0.372;0.893	0.049;1.966	0.054;0.553	#	0.016;0.894	#	011000	0.192	0.719	1	573.95	49896	5662	0.36		566	2156
-96.817;-69.430	#	-0.002;0.193	0.060;0.198	#	#	#	0.018;0.213	0.346;0.836	#	#	0.355;0.491	-0.068;0.157	#	#	0.232;0.926	-0.145;1.027	-0.266;1.445	#	#	#	#	000110	0.327	0.800	1	519.37	49860	5677	0.45		113	1134
#	0.002;0.110	#	#	0.827;1.638	#	#	0.041;0.163	0.220;0.961	#	#	0.576;0.729	0.063;0.353	#	0.002;0.011	0.124;1.276	-0.156;0.731	#	#	0.070;0.124	#	0.357;2.423	011000	1.000	1.000	1	309.29	49887	5704	0.50		113	113
#	#	0.004;0.099	#	#	-2.588;4.203	#	#	-0.310;0.522	-0.235;4.579	#	0.278;0.523	#	#	0.003;0.009	-0.219;0.938	#	#	-0.117;0.334	#	#	0.276;1.874	100000	0.362	0.816	1	526.71	49952	5769	0.41		1017	4410
-90.493;-78.083	#	-0.003;0.177	0.042;0.118	-0.631;0.638	#	#	#	#	1.147;6.331	-0.309;0.617	0.326;0.462	-0.112;0.212	0.110;0.182	#	-0.571;0.799	-0.159;0.460	#	#	#	#	#	001110	1.000	1.000	2	329.73	49997	5781	0.50		227	227
-82.051;-64.360	#	#	#	#	3.822;10.792	#	#	#	#	#	0.479;0.845	0.063;0.287	#	0.002;0.011	#	-0.096;0.893	0.637;2.177	#	#	0.260;1.413	0.357;0.627	011000	0.341	0.806	1	660.51	49965	5782	0.41		1469	3504
#	#	#	#	#	9.557;14.980	#	0.018;0.190	0.346;0.836	#	#	#	-0.098;0.239	#	0.005;0.011	0.193;1.061	#	#	#	#	#	#	000110	0.647	0.917	1	386.84	49968	5785	0.27		113	226
#	-0.005;0.153	0.217;0.426	#	#	6.845;12.201	-0.103;0.206	#	#	#	#	0.323;0.542	#	#	0.005;0.010	0.330;1.121	0.205;1.258	#	#	#	#	#	001110	1.000	1.000	1	235.61	49977	5794	0.36		226	226
-72.499;-56.809	#	#	#	-0.511;0.529	#	0.152;0.492	#	-0.049;0.361	#	#	#	0.171;0.741	#	#	#	-0.447;0.808	-0.299;1.961	#	0.076;0.101	#	-0.265;0.748	000001	0.410	0.836	1	677.34	49996	5795	0.41		2828	6107
#	#	#	0.144;0.227	#	#	#	#	0.220;0.961	8.781;14.952	#	#	#	0.008;0.126	#	0.124;1.243	0.114;0.893	#	0.154;0.615	#	0.773;1.926	0.357;1.595	011000	1.000	1.000	1	481.67	49612	5820	0.41		112	112
#	#	0.075;0.194	#	-0.165;0.384	4.589;13.242	#	#	-0.155;0.506	4.298;10.964	0.150;0.520	#	#	0.127;0.192	#	#	#	#	#	#	#	-0.333;0.596	001100	0.554	0.889	1	292.87	49616	5824	0.36		112	338
#	#	#	#	-0.165;0.384	#	#	#	#	4.298;10.964	#	0.313;0.664	0.095;0.339	0.101;0.218	#	#	#	#	0.237;0.877	#	#	#	001100	0.299	0.785	1	322.02	49616	5824	0.27		112	790
-69.812;-50.983	#	#	#	#	3.737;6.746	#	#	-0.255;0.577	#	#	0.232;0.609	#	-0.020;0.119	#	-0.294;0.439	#	1.770;2.900	#	0.072;0.114	0.117;1.873	#	110000	0.589	0.900	1	408.95	49703	5865	0.41		337	563
-95.587;-73.762	-0.052;0.127	#	#	#	#	#	0.248;0.432	#	#	#	#	#	#	0.003;0.014	#	#	#	0.162;0.755	#	0.069;1.359	#	001100	0.401	0.833	1	386.48	49683	5891	0.27		224	562
-96.817;-70.787	-0.002;0.061	#	0.015;0.198	#	2.535;12.234	#	#	#	2.921;6.007	#	#	#	#	#	#	#	#	#	#	#	-0.188;0.297	000110	0.270	0.770	1	542.79	49923	5919	0.27		900	3830
-96.656;-67.423	-0.050;0.112	#	#	#	7.472;13.242	-0.054;0.107	0.059;0.163	#	#	#	#	#	#	#	#	#	0.110;2.250	#	#	1.154;1.895	-0.348;0.550	001100	0.444	0.850	1	503.85	49897	5930	0.36		338	1126
#	-0.005;0.153	0.231;0.412	#	#	#	#	#	#	#	0.164;1.065	0.416;0.542	#	#	#	0.430;1.028	#	#	0.498;1.229	#	0.787;2.049	#	001110	1.000	1.000	2	222.77	49749	5957	0.32		112	112
#	#	#	#	#	#	#	-0.019;0.261	#	#	-0.067;0.242	#	#	#	0.019;0.026	#	#	#	0.363;0.853	0.124;0.177	0.332;1.649	0.206;0.870	000001	1.000	1.000	1	184.69	49756	5964	0.32		112	112
-72.946;-50.983	-0.022;0.129	#	#	#	#	#	#	#	#	#	0.309;0.696	#	0.108;0.210	#	#	#	0.805;2.038	-0.000;0.825	#	#	0.658;1.494	110000	1.000	1.000	1	262.55	49762	5970	0.32		112	112
-82.051;-64.360	#	#	#	#	3.822;10.792	#	#	#	#	#	#	0.063;0.287	#	#	-0.422;0.481	#	0.049;2.177	0.054;0.543	#	#	0.357;0.627	011000	0.466	0.858	1	677.17	49965	5980	0.32		1124	2250
-82.051;-54.638	0.049;0.205	#	#	-0.396;0.521	#	#	0.199;0.360	0.220;0.961	#	#	#	#	#	#	#	#	#	#	#	#	0.357;1.595	011000	0.237	0.750	1	240.39	49845	6053	0.27		112	224
#	-0.005;0.153	#	0.220;0.306	-0.652;0.272	6.845;10.691	#	#	#	5.028;13.545	#	#	#	0.039;0.099	0.005;0.012	#	#	-0.625;1.189	0.044;0.703	#	0.616;2.482	#	001110	0.513	0.875	1	298.97	49891	6099	0.45		112	449
#	#	#	#	#	1.215;8.306	0.299;0.535	-0.036;0.148	#	2.546;6.495	-0.305;0.256	#	#	#	0.002;0.013	0.492;1.572	#	#	0.094;0.583	0.104;0.150	#	#	010000	0.402	0.833	1	239.21	49893	6101	0.41		112	224
#	0.105;0.256	#	0.042;0.118	-0.631;0.638	#	#	#	#	1.147;6.331	0.182;0.617	#	#	0.110;0.182	0.002;0.014	-0.520;0.799	-0.159;0.460	#	0.377;0.678	#	1.084;2.676	#	001110	1.000	1.000	1	373.02	49964	6172	0.50		112	112
-88.205;-65.952	0.128;0.185	-0.039;0.183	#	-0.535;0.717	-0.266;4.782	#	#	0.165;0.739	5.259;10.073	#	0.323;0.732	#	#	0.004;0.012	0.116;1.524	-0.283;0.873	#	#	#	-0.239;0.950	#	001010	1.000	1.000	1	287.27	49970	6178	0.55		112	112
-113.440;-84.341	#	#	0.040;0.181	#	#	0.076;0.235	0.007;0.157	-0.160;0.592	#	#	0.359;0.424	#	0.144;0.228	#	#	-0.218;0.720	#	#	#	#	#	000100	1.000	1.000	1	332.32	49998	6206	0.36		112	112
#	#	#	0.218;0.325	#	2.881;9.470	#	0.223;0.456	0.287;0.720	4.298;10.964	#	0.507;0.829	-0.084;0.339	#	#	0.049;0.956	#	#	#	#	#	#	001100	1.000	1.000	3	383.66	49683	6236	0.36		334	334
#	-0.006;0.082	#	0.233;0.325	-0.286;-0.046	#	#	#	#	#	#	0.566;0.779	0.095;0.339	0.050;0.094	#	#	#	0.061;2.250	#	#	0.069;1.359	#	001100	0.100	1.000	1	248.00	6284	6284	0.36		0	0
#	0.007;0.066	#	#	#	#	#	#	-0.126;0.386	0.383;3.593	#	#	#	0.024;0.091	0.003;0.013	#	#	-0.046;1.973	#	#	#	#	010001	0.079	0.602	1	602.87	49746	6345	0.27		111	12953
#	#	#	0.188;0.365	-0.259;1.063	#	-0.057;0.207	0.047;0.288	-0.129;0.714	#	#	#	#	0.021;0.134	#	#	0.138;0.640	1.370;2.671	#	#	0.109;1.397	#	010000	1.000	1.000	1	339.49	49859	6458	0.41		111	111
#	-0.005;0.153	0.217;0.426	0.225;0.301	#	6.845;12.201	#	#	#	5.028;13.545	0.678;1.107	#	#	#	0.005;0.010	0.330;1.121	#	#	0.044;0.703	#	#	#	001110	0.647	0.917	1	330.10	49891	6490	0.41		111	222
#	#	#	#	#	#	0.201;0.492	#	#	#	-0.142;0.278	#	#	#	#	#	#	#	#	#	#	#	000001	0.291	0.781	1	566.02	49996	6504	0.09		4004	13126
#	#	#	-0.006;0.113	#	#	-0.040;0.114	-0.027;0.103	#	#	#	#	#	-0.021;0.093	0.006;0.012	-0.384;0.909	-0.172;0.625	#	#	#	#	#	100001	0.102	0.633	1	621.58	49963	6520	0.32		1223	5003
-95.587;-73.762	#	#	0.218;0.325	#	#	#	#	-0.022;0.696	#	#	0.566;0.779	-0.084;0.339	#	#	#	#	#	#	#	0.069;1.359	#	001100	1.000	1.000	1	376.49	49966	6565	0.27		222	222
#	#	0.217;0.426	#	#	6.845;12.201	-0.103;0.206	#	#	#	0.164;1.065	0.379;0.542	#	#	#	0.069;1.381	0.205;0.858	#	0.079;0.756	0.047;0.104	#	#	001110	1.000	1.000	1	235.61	49977	6576	0.41		222	222
-69.812;-50.983	0.040;0.129	#	0.076;0.159	-0.353;0.790	#	#	-0.098;0.201	-0.212;0.529	-1.745;8.397	0.060;0.573	0.317;0.552	#	#	#	#	-0.252;0.603	0.805;2.900	#	0.072;0.117	-0.199;1.873	#	110000	0.270	0.770	1	566.72	49976	6601	0.59		554	2330
#	-0.009;0.108	#	#	0.237;0.995	#	#	#	#	#	#	#	0.171;0.616	#	#	#	#	#	#	#	1.137;2.564	#	000001	0.646	0.916	1	379.45	49621	6611	0.18		110	221
#	#	0.065;0.230	#	-0.547;0.547	#	0.291;0.528	#	-0.001;0.434	3.282;6.985	#	#	0.421;0.735	0.044;0.118	0.004;0.014	-0.038;1.526	-0.118;0.602	#	#	#	#	#	001000	1.000	1.000	1	331.36	49916	6643	0.45		221	221
