Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	0.044;0.162	-0.225;0.234	3.745;8.553	-0.074;0.133	-0.006;0.197	#	#	0.235;0.656	0.349;0.546	#	0.020;0.124	#	#	-0.111;0.398	-0.792;0.988	0.396;1.166	0.059;0.098	-0.810;1.706	#	001110	0.499	0.870	1	611.08	49954	34278	0.59		441	723
#	-0.039;0.100	#	-0.028;0.145	#	#	#	-0.177;0.059	#	#	#	0.338;0.534	-0.129;0.306	#	#	#	#	0.437;2.319	0.312;0.712	0.065;0.104	#	#	100001	0.443	0.850	1	557.63	49955	34281	0.36		202	404
-80.962;-57.592	-0.008;0.137	#	#	-0.293;0.492	#	#	0.045;0.230	0.298;0.718	#	#	0.370;0.627	#	-0.010;0.100	0.005;0.010	#	-0.233;1.133	2.221;2.643	0.158;0.488	#	0.398;1.558	#	111000	0.028	0.773	1	825.95	34298	34298	0.55		0	0
-83.936;-68.415	-0.009;0.137	#	#	#	1.086;5.023	0.002;0.222	#	0.038;0.767	#	#	0.402;0.604	#	#	#	#	#	1.216;1.839	#	#	0.087;1.699	#	001000	0.462	0.857	1	631.44	49999	34304	0.36		161	282
-69.812;-37.163	0.040;0.129	#	#	-0.353;0.790	#	#	0.082;0.178	-0.212;0.529	-1.093;8.397	#	#	0.103;0.387	#	0.002;0.014	0.297;1.416	-0.550;0.456	0.874;2.900	#	0.052;0.093	#	#	110000	0.285	0.778	1	578.12	49950	34310	0.55		80	241
-79.502;-58.106	-0.006;0.089	0.004;0.099	#	#	#	0.145;0.418	-0.135;0.110	#	-1.442;4.606	-0.059;0.348	#	#	-0.020;0.059	#	#	#	#	-0.117;0.303	#	#	0.276;1.874	100000	0.533	0.882	1	522.31	49952	34312	0.45		400	961
#	0.066;0.138	#	#	#	#	-0.051;0.158	0.223;0.310	#	#	0.011;1.059	#	#	0.031;0.128	#	#	#	#	#	0.056;0.095	#	-0.596;0.067	000110	1.000	1.000	1	181.27	49957	34317	0.32		40	40
#	0.007;0.113	#	0.162;0.174	-0.425;0.529	#	#	#	-0.049;0.361	0.430;4.133	#	#	#	#	#	0.249;1.368	-1.257;0.808	#	#	#	#	-0.160;0.540	000001	1.000	1.000	1	538.07	49959	34319	0.36		40	40
#	#	0.071;0.184	#	-0.388;0.849	3.518;9.099	0.067;0.407	#	-0.053;0.501	0.855;6.460	#	0.443;0.651	#	#	#	-0.238;0.703	0.014;0.701	#	#	0.069;0.109	0.178;1.659	#	001000	0.268	0.769	1	661.85	49999	34321	0.50		561	2885
-90.493;-78.083	#	-0.003;0.225	#	#	#	#	-0.024;0.202	#	1.147;6.331	-0.309;0.617	0.326;0.462	#	0.110;0.182	#	#	-0.159;0.460	#	#	0.005;0.094	#	-0.224;0.369	001110	1.000	1.000	1	372.09	49964	34324	0.45		40	40
-112.785;-85.397	#	#	0.079;0.351	#	3.338;9.437	#	-0.053;0.141	-0.081;0.432	#	#	#	-0.131;0.457	#	0.005;0.012	0.811;1.496	0.422;0.841	#	0.351;1.220	#	-1.164;1.359	#	001100	1.000	1.000	1	440.30	49967	34327	0.50		40	40
-72.946;-50.983	#	#	#	-0.074;1.246	#	#	0.160;0.428	0.255;0.847	-1.241;7.728	#	0.232;0.593	0.001;0.476	#	#	0.150;1.172	#	0.805;3.099	#	#	#	-0.125;0.432	110000	1.000	1.000	1	312.70	49972	34332	0.45		40	40
#	-0.005;0.153	0.217;0.412	0.136;0.219	#	4.510;12.201	#	#	0.328;0.966	#	#	#	-0.145;0.344	#	#	#	#	#	#	#	#	#	001110	1.000	1.000	1	208.95	49977	34337	0.27		40	40
-81.752;-58.375	-0.004;0.113	#	0.025;0.114	#	#	#	#	#	-0.192;3.414	#	0.426;0.748	#	0.038;0.086	#	0.092;0.871	-1.257;0.808	-0.252;0.912	#	0.060;0.122	-0.272;1.594	-0.265;1.046	000001	0.333	0.803	1	719.11	49996	34338	0.55		803	1724
-77.282;-57.169	0.007;0.077	-0.191;0.102	#	#	#	0.224;0.492	#	#	-0.192;2.894	#	0.408;0.911	0.171;0.506	#	-0.004;0.012	0.092;0.871	-0.447;0.808	-0.748;1.135	#	0.071;0.126	#	#	000001	1.000	1.000	1	832.51	49996	34341	0.55		361	361
-86.857;-63.993	#	#	#	#	#	0.152;0.492	0.015;0.149	#	#	-0.189;0.551	0.432;0.590	#	#	#	#	#	#	#	#	#	-0.026;0.782	000001	0.217	0.737	1	631.87	49982	34342	0.27		881	3043
#	#	#	#	#	1.225;4.590	#	-0.037;0.247	-0.122;0.710	#	#	#	#	0.042;0.093	#	0.249;1.368	#	#	0.292;0.768	0.075;0.124	#	#	000001	0.239	0.751	1	608.21	49996	34345	0.32		1081	3964
#	#	#	#	#	-0.323;7.368	-0.045;0.260	-0.177;0.059	#	#	-0.224;0.665	0.342;0.478	#	#	#	-0.384;0.448	#	0.932;2.541	#	#	#	#	100001	1.000	1.000	1	623.80	49986	34346	0.32		80	80
#	0.166;0.256	#	#	#	#	#	#	-0.181;0.331	-1.776;4.128	0.070;0.391	#	#	#	#	#	0.218;0.808	#	#	0.069;0.124	#	0.887;2.000	000001	1.000	1.000	1	189.52	49990	34350	0.32		40	40
-89.524;-65.987	0.166;0.256	#	0.012;0.107	#	#	0.201;0.434	-0.052;0.182	#	#	0.070;0.391	#	0.352;0.616	#	#	-0.483;0.038	#	2.128;4.284	#	#	#	#	000001	1.000	1.000	1	189.52	49990	34350	0.41		40	40
-92.590;-62.207	-0.007;0.080	#	-0.013;0.175	-0.438;0.257	1.376;8.227	-0.263;0.173	#	#	0.246;4.937	#	0.104;0.622	-0.004;0.233	0.009;0.121	#	#	#	#	#	#	#	#	000010	0.115	0.649	1	645.69	49995	34355	0.45		160	2960
-90.493;-78.083	#	#	#	-0.631;0.638	#	#	0.028;0.150	#	1.147;6.331	-0.309;0.548	0.323;0.462	#	0.110;0.182	#	-0.571;0.881	-0.210;0.460	#	#	#	#	#	001110	1.000	1.000	1	329.72	49997	34357	0.41		80	80
#	0.049;0.115	0.124;0.244	0.074;0.283	#	#	#	#	#	#	#	#	#	#	0.004;0.010	-0.312;0.865	#	#	0.154;0.615	#	0.334;2.365	#	011000	0.191	0.718	1	468.47	49896	34363	0.32		479	1559
#	0.104;0.234	#	#	-0.450;0.450	#	#	#	#	#	#	#	0.097;0.361	0.133;0.218	#	0.811;1.496	#	#	0.351;1.220	#	#	-0.187;0.351	001100	1.000	1.000	1	190.00	49616	34367	0.32		39	39
#	#	#	#	#	#	#	-0.132;0.286	#	#	#	#	#	#	0.010;0.016	#	-0.125;1.097	#	#	#	#	-0.090;0.885	100000	0.298	0.785	1	297.77	49760	34370	0.18		79	279
-84.782;-66.380	-0.040;0.123	-0.028;0.326	0.101;0.226	-0.369;0.566	2.853;5.978	#	#	#	#	#	#	0.418;0.735	#	0.010;0.016	#	#	#	#	0.111;0.142	0.138;1.537	-0.090;0.646	100000	1.000	1.000	1	239.19	49619	34370	0.50		39	39
#	-0.017;0.138	0.000;0.086	#	-0.062;0.397	#	-0.114;0.222	-0.005;0.183	#	0.442;4.392	-0.107;0.578	0.313;0.482	0.005;0.184	#	#	0.137;0.448	-0.394;0.625	0.932;1.830	#	0.048;0.109	#	#	100001	0.750	0.944	1	661.69	49759	34371	0.59		79	119
-80.285;-57.176	0.015;0.082	0.000;0.086	0.037;0.152	#	#	#	#	-0.154;0.621	-1.601;10.390	-0.062;0.358	0.268;0.661	#	#	#	#	#	-0.300;1.001	-0.172;0.308	#	-0.054;1.373	#	100001	0.324	0.798	1	678.34	49971	34380	0.50		359	759
-101.809;-85.548	#	0.071;0.201	#	#	#	#	#	#	3.250;6.460	#	0.473;0.675	#	0.001;0.132	#	#	#	#	#	#	#	#	001000	0.298	0.785	1	411.17	49638	34389	0.23		39	279
-101.809;-85.548	-0.023;0.207	#	#	#	0.421;8.354	0.067;0.407	#	#	#	#	0.473;0.675	-0.070;0.308	0.001;0.121	0.005;0.010	#	#	0.164;2.183	#	#	-0.073;1.427	0.030;0.802	001000	0.647	0.917	1	392.57	49638	34389	0.50		39	78
-78.295;-61.178	#	#	0.028;0.081	-0.269;0.277	1.329;7.409	0.118;0.336	-0.031;0.142	-0.044;0.253	-1.399;5.637	#	#	#	0.101;0.144	#	0.249;0.578	-1.257;0.808	-0.748;0.912	#	#	-0.399;1.014	-0.400;1.046	000001	1.000	1.000	1	654.35	49646	34397	0.64		39	39
#	-0.024;0.097	-0.008;0.086	#	-0.395;0.557	#	0.082;0.214	#	#	-2.490;5.657	#	0.557;0.841	#	0.006;0.082	#	-0.002;1.329	#	-0.223;2.304	#	#	-0.442;0.827	#	100001	1.000	1.000	2	603.55	49943	34401	0.45		79	79
#	-0.022;0.201	#	#	#	3.737;7.343	#	#	-0.255;0.636	#	#	#	0.051;0.340	-0.020;0.119	#	#	-0.147;0.523	0.553;2.900	#	#	-0.227;0.816	#	110000	0.121	0.655	1	604.61	49834	34403	0.36		278	2393
#	0.118;0.245	0.035;0.230	0.037;0.270	#	1.960;6.046	#	#	#	#	#	#	0.421;0.735	#	#	#	-0.118;0.602	#	0.444;0.726	#	#	#	001000	0.308	0.790	1	273.52	49916	34404	0.32		79	159
#	-0.004;0.087	#	#	0.940;2.050	#	0.216;0.366	-0.077;0.199	#	#	-0.041;0.452	#	#	-0.003;0.093	0.001;0.011	-0.219;0.938	#	#	-0.116;0.944	0.060;0.110	#	0.276;1.874	100000	0.444	0.850	1	436.26	49929	34410	0.50		279	796
-92.590;-62.207	0.018;0.096	#	0.016;0.102	0.092;0.257	#	-0.277;0.173	#	#	#	#	0.104;0.618	-0.004;0.233	#	#	0.465;0.784	#	#	#	#	#	-0.453;0.839	000010	0.339	0.805	1	720.05	49995	34414	0.41		79	238
#	0.049;0.113	#	#	-0.396;0.521	#	#	#	#	#	0.282;0.812	0.576;0.729	0.063;0.353	0.067;0.157	#	-0.422;0.688	#	#	#	#	#	0.357;2.093	011000	0.750	0.944	1	586.43	49896	34418	0.36		79	119
#	#	#	0.074;0.197	#	#	#	#	0.200;0.562	-0.025;4.665	#	0.576;0.686	#	0.067;0.157	-0.001;0.013	-0.142;1.243	#	#	0.063;0.553	#	0.191;1.472	#	011000	0.238	0.750	1	701.40	49733	34418	0.41		158	396
#	#	0.161;0.295	0.074;0.189	#	1.283;8.975	0.015;0.129	0.087;0.169	0.094;0.698	#	#	#	-0.148;0.327	0.026;0.111	0.004;0.015	#	#	#	0.055;0.535	#	0.260;0.894	0.264;2.423	011000	1.000	1.000	1	550.11	49669	34420	0.55		39	39
-89.938;-61.744	-0.004;0.087	-0.003;0.190	-0.034;0.159	0.940;2.050	#	#	0.011;0.111	#	#	-0.041;0.456	#	0.350;0.666	#	#	#	-0.212;0.525	-0.044;2.927	-0.116;0.571	0.074;0.134	0.526;1.541	#	100000	1.000	1.000	1	464.99	49764	34430	0.59		79	79
#	#	#	#	#	-2.713;4.849	0.216;0.366	#	#	0.918;4.498	-0.124;0.452	#	0.350;0.666	#	0.003;0.009	#	#	1.968;2.489	#	#	#	0.276;1.874	100000	0.399	0.832	1	506.09	49679	34430	0.36		39	159
-95.587;-73.762	#	#	0.218;0.325	#	#	#	#	0.650;1.231	#	#	0.566;0.779	#	#	#	-0.221;1.226	#	#	#	#	0.069;1.359	#	001100	1.000	1.000	1	326.34	49685	34434	0.27		79	79
#	#	#	0.218;0.325	#	#	#	#	#	#	0.936;1.627	#	-0.084;0.339	#	0.003;0.014	#	#	#	#	0.063;0.092	#	-0.184;0.785	001100	1.000	1.000	1	271.60	49685	34434	0.27		119	119
#	#	0.061;0.162	0.069;0.241	-0.438;0.257	#	-0.277;0.173	0.041;0.209	#	-0.949;5.285	0.007;0.402	0.398;0.556	-0.004;0.233	#	#	#	#	-0.136;1.336	#	#	#	#	000010	0.139	0.674	1	649.68	49995	34438	0.45		158	2708
#	0.006;0.240	0.007;0.201	#	-0.243;0.339	#	0.088;0.420	#	-0.045;0.479	0.771;5.390	#	0.506;0.612	0.101;0.343	0.080;0.133	0.002;0.012	-0.238;0.703	#	-0.711;1.788	0.117;0.656	0.067;0.111	#	0.329;0.970	001000	0.806	0.958	1	732.36	49765	34445	0.68		118	158
#	#	0.019;0.111	0.038;0.210	-0.609;0.695	3.445;8.553	0.019;0.133	#	#	#	0.235;0.656	0.349;0.546	#	#	0.004;0.013	-0.229;0.369	-0.300;0.956	-0.792;0.988	0.380;1.166	0.065;0.099	-0.810;1.706	#	001110	1.000	1.000	1	636.35	49954	34447	0.64		199	199
-99.189;-86.351	#	#	0.013;0.191	#	4.579;10.709	#	#	#	3.556;8.741	0.348;0.977	0.404;0.617	#	0.025;0.076	#	#	#	#	0.228;0.670	#	1.107;2.012	#	011100	1.000	1.000	2	424.62	49730	34450	0.41		79	79
-72.946;-52.282	-0.022;0.129	#	#	#	#	#	-0.078;0.210	-0.146;0.469	-1.241;7.728	#	#	-0.028;0.322	0.056;0.101	0.006;0.010	#	#	1.794;3.095	#	#	#	#	110000	0.166	0.699	1	407.11	49703	34454	0.41		39	198
-75.528;-48.604	#	-0.008;0.086	#	#	#	#	#	#	#	-0.026;0.307	0.280;0.684	0.385;0.623	#	#	#	#	1.713;2.706	0.003;0.524	#	0.250;1.293	#	100001	0.648	0.917	1	474.19	49988	34458	0.36		199	397
#	#	-0.002;0.227	0.066;0.241	-0.210;0.302	#	#	#	#	#	0.011;1.424	#	#	#	#	-0.520;0.387	0.185;1.106	-0.186;1.794	0.479;1.090	0.045;0.108	1.731;2.417	#	000110	1.000	1.000	1	459.37	49711	34462	0.45		39	39
#	#	#	#	#	-2.713;4.849	0.292;0.366	#	#	0.918;4.498	-0.124;0.456	#	#	#	0.003;0.009	-0.219;2.027	#	#	0.085;0.626	#	0.526;2.309	#	100000	0.183	0.712	1	498.82	49929	34463	0.36		198	874
#	#	0.130;0.409	#	-0.626;0.626	#	#	#	#	#	#	0.401;0.565	0.160;0.589	0.011;0.089	#	#	#	#	0.176;0.741	#	#	-0.135;1.085	010000	0.225	0.742	1	488.39	49895	34467	0.32		79	437
#	#	#	0.017;0.160	#	#	-0.048;0.102	0.059;0.163	0.072;0.619	#	-0.112;0.567	#	#	-0.009;0.102	#	#	#	#	#	#	#	#	001100	0.114	0.647	1	617.79	49897	34473	0.27		319	2983
#	#	0.083;0.318	#	#	#	-0.074;0.185	#	#	2.187;7.865	#	0.474;0.806	#	#	0.009;0.010	-0.289;0.424	0.530;1.006	#	0.060;0.634	#	#	#	111000	0.068	0.583	1	413.33	49725	34476	0.36		39	78
-83.047;-65.929	0.128;0.185	#	#	#	#	0.291;0.404	0.033;0.145	0.268;0.587	3.682;8.771	#	#	#	0.052;0.130	#	#	-0.243;1.012	#	#	#	-0.229;1.692	#	001010	1.000	1.000	1	507.50	49727	34478	0.41		39	39
-97.121;-58.817	#	#	0.074;0.249	#	#	#	0.014;0.244	0.220;0.577	-0.123;5.126	#	#	0.197;0.388	0.058;0.157	#	0.430;1.395	#	-0.580;1.193	0.192;0.455	#	#	0.371;1.832	011000	0.402	0.833	1	642.51	49773	34484	0.50		157	236
#	#	-0.008;0.086	-0.028;0.058	#	#	0.062;0.389	#	#	-1.727;9.134	#	#	#	#	#	#	#	0.988;2.541	#	#	1.262;1.595	#	100001	1.000	1.000	1	457.58	49736	34487	0.27		39	39
-88.186;-75.776	#	0.007;0.086	-0.006;0.166	#	#	#	#	#	10.917;15.978	#	0.313;0.565	-0.123;0.243	-0.021;0.093	0.003;0.011	#	#	0.428;2.319	#	#	#	#	100001	1.000	1.000	1	313.30	49737	34488	0.41		39	39
#	#	-0.007;0.099	#	#	#	-0.024;0.140	-0.349;0.193	#	10.917;15.978	#	#	#	#	#	-0.077;0.781	#	#	0.147;0.750	0.070;0.111	#	#	100001	1.000	1.000	1	313.30	49737	34488	0.32		39	39
-77.704;-68.338	#	-0.008;0.086	-0.028;0.123	#	#	#	-0.177;0.059	#	0.001;3.581	#	#	#	#	#	#	#	0.932;2.541	#	#	-0.304;1.369	#	100001	1.000	1.000	1	552.11	49904	34489	0.32		396	396
-69.640;-69.208	#	0.034;0.167	0.019;0.131	#	#	#	-0.075;0.197	#	-0.750;4.557	#	0.440;0.599	#	#	#	#	#	0.514;2.573	0.064;0.497	#	-0.473;1.145	-0.531;0.743	010000	1.000	1.000	1	705.88	49984	34492	0.45		79	79
#	#	-0.053;0.182	-0.003;0.159	-0.344;0.378	2.075;7.123	-0.025;0.174	-0.008;0.145	-0.126;0.386	0.383;3.593	#	#	#	#	0.003;0.013	0.204;1.150	0.093;0.821	-0.046;1.973	-0.023;0.424	#	#	0.284;0.751	010001	0.159	0.693	1	681.29	49746	34497	0.64		39	515
-88.451;-60.636	0.120;0.213	#	#	#	#	#	0.011;0.153	#	0.064;6.112	#	0.557;0.841	0.345;0.458	0.069;0.187	#	-0.162;1.015	#	#	#	#	#	0.170;0.762	100001	1.000	1.000	1	243.51	49748	34499	0.41		39	39
-97.271;-72.023	#	0.231;0.412	#	#	#	-0.015;0.254	#	0.428;1.020	#	0.164;1.065	0.421;0.542	#	#	#	#	#	-0.792;1.189	0.498;1.229	#	#	#	001110	0.647	0.917	1	285.78	49749	34500	0.36		39	78
-81.911;-63.993	#	#	#	#	#	#	-0.037;0.151	#	-0.316;3.873	#	0.363;0.586	#	#	#	#	#	#	-0.050;0.434	#	0.159;0.872	#	000001	0.204	0.728	1	628.68	49982	34505	0.27		951	4243
-94.622;-81.356	0.033;0.113	#	#	#	4.033;12.686	0.412;0.526	#	-0.230;0.396	#	-0.067;0.242	0.389;0.782	0.502;0.733	0.006;0.097	0.019;0.026	#	-0.183;0.370	#	#	#	0.332;1.649	-0.126;1.203	000001	1.000	1.000	1	184.59	49756	34507	0.59		39	39
#	#	#	#	#	#	#	-0.019;0.261	#	#	-0.500;0.242	#	0.502;0.733	#	0.019;0.026	#	#	#	#	#	0.332;1.649	0.143;0.933	000001	1.000	1.000	1	184.59	49756	34507	0.27		39	39
#	#	#	#	-0.631;0.358	3.745;15.679	-0.023;0.127	#	#	#	#	#	#	0.026;0.151	#	0.805;1.524	-0.219;1.017	-0.625;1.532	#	#	#	#	001110	0.196	0.722	1	530.28	49900	34508	0.32		236	594
#	0.006;0.149	0.007;0.201	#	-0.243;0.339	#	#	0.007;0.241	-0.045;0.479	0.771;5.390	-0.011;0.581	0.506;0.612	0.158;0.343	0.080;0.133	0.002;0.012	-0.238;0.703	-0.218;0.803	-0.711;1.788	0.117;0.788	#	#	-0.287;0.970	001000	0.783	0.952	1	702.11	49974	34516	0.73		197	276
#	#	#	-0.043;0.129	-0.282;0.282	#	0.224;0.492	#	-0.333;0.513	#	#	0.408;0.763	0.081;0.461	0.041;0.094	-0.004;0.012	0.249;0.871	#	-0.748;1.135	#	0.075;0.122	#	#	000001	0.366	0.818	1	718.52	49996	34519	0.50		634	1264
-86.573;-72.023	#	0.009;0.171	#	#	#	#	#	-0.073;0.474	#	#	0.561;0.834	#	#	0.009;0.014	0.276;1.684	#	#	#	0.100;0.124	#	#	000001	1.000	1.000	1	404.87	49774	34525	0.32		39	39
#	-0.010;0.116	#	#	1.248;2.006	#	#	#	#	#	#	#	#	#	#	#	-0.215;0.488	#	#	0.070;0.102	-0.609;0.900	0.958;1.730	110000	0.226	0.743	1	407.35	49777	34528	0.27		117	595
#	#	#	#	#	#	0.225;0.357	0.052;0.156	#	#	-0.151;0.293	#	#	-0.020;0.119	0.009;0.013	#	-0.215;0.610	2.852;4.995	0.035;0.657	0.070;0.102	-0.115;0.900	0.958;1.730	110000	0.395	0.831	1	324.52	49777	34528	0.50		78	118
#	#	#	-0.028;0.058	#	0.010;5.714	0.255;0.436	#	#	#	#	#	0.309;0.514	#	#	#	#	0.932;2.541	0.074;0.459	#	#	#	100001	1.000	1.000	2	609.35	49904	34541	0.27		237	237
#	#	#	#	#	#	0.275;0.498	#	-0.316;0.516	#	#	#	#	-0.004;0.108	0.018;0.024	#	#	#	#	0.132;0.187	#	#	110001	0.402	0.833	1	169.94	49795	34546	0.23		39	78
#	0.031;0.191	0.087;0.185	#	#	#	#	-0.079;0.174	-0.172;0.455	#	#	0.282;0.670	#	0.097;0.140	0.005;0.013	-0.155;1.138	#	0.298;1.627	0.108;0.362	0.087;0.121	0.383;1.151	0.544;1.029	010000	1.000	1.000	1	339.65	49796	34547	0.59		39	39
-75.547;-63.993	#	-0.045;0.083	#	#	#	0.312;0.498	-0.020;0.137	-0.060;0.418	#	-0.154;0.290	#	#	#	#	#	#	#	0.008;0.695	#	#	#	000001	0.314	0.793	1	482.93	49905	34550	0.32		118	829
-87.279;-76.581	-0.017;0.077	0.078;0.189	0.131;0.272	#	#	-0.063;0.070	0.029;0.236	0.220;0.499	5.133;12.940	#	#	#	#	0.003;0.018	#	#	#	0.147;0.455	#	0.758;2.350	#	011000	1.000	1.000	1	546.03	49802	34553	0.50		157	157
#	-0.024;0.097	#	#	0.742;1.482	-1.391;4.883	#	#	-0.246;0.438	#	#	#	0.279;0.543	#	0.010;0.019	-0.157;0.846	-0.168;0.749	#	#	#	#	#	100001	1.000	1.000	1	424.87	49847	34554	0.36		79	79
-94.630;-48.604	#	#	#	#	#	0.330;0.476	#	#	#	-0.188;0.713	0.557;0.841	#	-0.023;0.082	#	#	#	0.421;3.531	-0.096;0.488	#	-0.442;0.827	0.800;1.338	100001	1.000	1.000	1	283.98	49803	34554	0.41		39	39
#	0.028;0.115	#	-0.028;0.123	#	#	#	-0.029;0.059	-0.098;0.313	0.001;6.400	#	#	#	#	0.010;0.019	#	#	#	#	0.052;0.118	-0.304;1.360	#	100001	0.811	0.959	1	481.64	49955	34555	0.36		119	158
-91.226;-65.122	-0.009;0.137	#	#	#	-3.354;5.023	#	-0.019;0.149	-0.090;0.767	#	#	0.518;0.666	#	#	0.004;0.011	-0.238;0.717	-0.028;0.463	1.216;1.839	#	#	0.087;1.404	0.176;1.765	001000	0.400	0.833	1	612.12	49999	34556	0.55		157	276
#	0.007;0.077	-0.062;0.166	#	#	#	#	#	#	-0.316;3.017	#	0.363;0.586	0.171;0.714	#	0.002;0.012	-0.151;0.569	-0.447;0.808	1.161;2.975	#	#	#	-1.017;1.046	000001	0.284	0.777	1	588.89	49808	34559	0.45		78	235
#	#	0.069;0.121	#	#	-1.547;7.346	#	0.140;0.401	#	#	#	0.401;0.592	0.046;0.389	0.043;0.089	0.006;0.012	#	0.311;0.881	#	0.170;0.518	#	-0.404;1.883	#	001100	0.644	0.916	1	707.16	49810	34561	0.45		39	79
#	#	#	0.051;0.213	-0.652;0.376	8.638;12.253	#	#	-0.156;0.539	2.945;6.154	#	0.323;0.753	-0.200;0.295	#	0.003;0.014	-0.010;1.087	#	-0.792;0.988	0.474;0.935	#	0.350;1.255	#	001110	0.807	0.958	1	541.33	49933	34564	0.55		119	159
#	0.121;0.240	#	#	-1.417;0.638	6.845;15.276	#	#	#	#	#	0.372;0.546	0.148;0.212	0.083;0.139	0.006;0.010	#	#	#	0.498;1.166	#	#	#	001110	1.000	1.000	1	398.26	49814	34565	0.36		39	39
#	#	#	0.079;0.160	-0.237;0.486	3.221;4.590	0.224;0.311	-0.042;0.195	-0.152;0.452	#	#	#	0.058;0.355	0.042;0.093	0.009;0.014	0.249;1.491	-0.447;1.443	#	-0.080;0.768	0.075;0.124	-0.399;1.343	-0.265;0.736	000001	1.000	1.000	1	741.29	49985	34569	0.68		238	238
#	0.011;0.082	-0.037;0.108	0.031;0.132	#	#	#	-0.064;0.189	#	-1.637;4.288	#	0.324;0.499	#	#	#	-0.237;0.882	#	#	-0.172;0.308	0.065;0.109	-0.247;0.960	0.062;0.559	100001	0.403	0.834	1	665.05	49971	34570	0.50		394	670
-96.656;-67.423	#	0.075;0.196	#	#	#	-0.110;0.086	#	#	#	0.054;0.523	0.315;0.436	-0.102;0.198	#	0.002;0.010	#	0.015;0.634	-0.138;1.539	0.191;0.812	#	#	#	001100	0.323	0.798	1	520.68	49897	34573	0.45		198	555
#	#	#	0.042;0.183	#	#	#	#	#	-0.890;7.874	-0.309;0.617	0.323;0.462	-0.155;0.212	#	#	#	#	#	#	#	#	#	001110	0.062	0.574	1	498.35	49997	34578	0.23		554	2331
#	#	0.077;0.245	0.170;0.276	-0.485;0.599	#	#	#	#	#	0.340;0.924	#	#	-0.005;0.111	#	0.305;0.807	0.412;1.249	#	#	0.056;0.105	0.584;2.017	-0.540;0.723	000110	0.131	0.666	1	456.61	49835	34586	0.45		78	393
#	0.100;0.247	#	#	#	#	#	#	#	1.191;12.258	-0.038;0.493	#	0.014;0.338	#	#	0.465;1.043	#	#	#	#	1.461;2.874	0.127;0.989	000010	1.000	1.000	1	286.76	49841	34592	0.32		39	39
#	#	0.168;0.282	0.194;0.340	#	#	0.078;0.223	-0.011;0.267	0.298;0.605	#	-0.416;0.690	#	#	0.001;0.078	0.005;0.010	#	#	#	#	#	0.398;1.166	#	111000	1.000	1.000	1	315.96	49853	34604	0.41		39	39
#	#	0.168;0.282	0.194;0.340	-0.089;0.511	#	#	-0.011;0.267	#	#	#	#	#	0.032;0.078	#	-0.229;0.369	#	#	#	#	0.398;1.166	-0.181;0.537	111000	0.397	0.831	1	319.63	49853	34604	0.36		39	79
-74.755;-50.363	#	#	0.188;0.352	-0.259;1.054	3.719;8.707	#	#	-0.129;0.714	#	#	#	#	#	#	#	#	1.370;2.671	#	#	#	#	010000	1.000	1.000	1	339.03	49859	34610	0.27		39	39
#	#	#	#	0.715;0.900	-1.391;2.589	#	#	-0.177;0.780	#	#	#	0.069;0.446	0.012;0.081	#	0.137;1.198	-0.172;0.749	#	#	#	#	0.587;1.629	100001	0.285	0.778	1	579.27	49790	34617	0.36		39	117
#	#	#	0.085;0.184	0.327;0.979	#	0.092;0.251	#	-0.111;0.595	-0.094;5.404	0.237;0.689	#	#	#	#	0.077;1.205	-0.234;0.678	#	0.154;0.634	0.056;0.106	0.338;1.189	#	001010	0.250	0.758	1	627.55	49874	34625	0.50		78	431
#	#	#	0.017;0.160	#	7.472;15.399	#	0.059;0.163	#	-0.955;8.303	#	#	0.060;0.251	-0.009;0.091	#	#	#	-0.233;1.478	#	#	1.313;1.895	-0.159;0.397	001100	1.000	1.000	1	643.86	49875	34626	0.41		39	39
#	#	#	-0.012;0.103	#	-0.269;5.980	0.216;0.366	#	#	#	-0.140;0.452	#	0.350;0.666	-0.003;0.093	0.003;0.009	#	#	1.968;2.927	#	#	-0.074;0.805	0.276;1.407	100000	0.489	0.867	1	540.25	49884	34635	0.45		78	195
-97.271;-72.023	-0.004;0.106	#	#	-0.652;0.561	#	#	#	0.909;1.411	#	#	#	#	0.020;0.099	0.005;0.014	#	#	-0.625;1.189	#	#	#	#	001110	0.645	0.916	1	237.59	49891	34642	0.32		78	157
#	#	#	#	#	#	#	#	0.250;0.481	#	#	0.674;0.794	#	0.096;0.191	#	#	#	#	0.060;0.512	0.063;0.099	#	#	110000	1.000	1.000	1	357.40	49892	34643	0.23		39	39
-96.656;-72.692	#	0.025;0.225	#	#	8.308;15.399	-0.054;0.105	0.059;0.257	#	#	0.037;0.908	0.288;0.594	#	#	#	0.342;0.901	#	#	#	0.060;0.111	1.154;1.895	#	001100	0.748	0.944	1	454.71	49897	34648	0.45		78	118
#	-0.002;0.061	#	#	-0.529;0.529	#	-0.056;0.130	#	#	#	0.011;0.924	#	-0.068;0.157	#	0.004;0.013	0.367;0.807	#	#	0.507;1.090	#	#	#	000110	0.295	0.784	1	511.73	49991	34659	0.36		274	783
