Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	0.010;0.197	0.129;0.291	#	#	0.305;0.487	#	#	0.496;6.112	-0.223;0.675	#	0.309;0.471	#	#	0.047;1.166	-0.109;0.694	#	0.066;0.434	0.053;0.117	#	#	100001	1.000	1.000	1	60.20	9972	6062	0.45		20	20
#	0.062;0.187	#	#	#	#	-0.003;0.242	#	0.683;1.287	5.032;8.242	#	#	#	0.038;0.094	0.005;0.013	0.054;1.404	-0.510;0.823	0.027;0.986	#	#	#	-0.278;0.458	001110	0.031	0.500	1	39.19	9973	6063	0.45		10	20
-77.836;-62.858	0.119;0.180	#	#	0.138;0.666	-2.227;6.306	0.196;0.464	#	-0.214;0.549	#	#	#	#	0.066;0.122	#	0.226;1.075	-0.099;0.672	#	#	#	#	0.446;0.984	001001	0.031	0.500	1	85.43	9976	6066	0.45		10	20
-81.438;-69.028	#	0.151;0.250	0.133;0.198	#	#	#	#	0.117;0.493	#	#	#	#	#	#	#	#	1.257;2.386	0.106;0.727	#	-0.020;1.352	-0.242;1.068	111000	1.000	1.000	1	53.04	9977	6067	0.36		20	20
-87.668;-63.046	#	#	0.085;0.279	#	5.048;11.418	-0.119;0.190	#	#	#	0.557;1.050	#	-0.128;0.314	0.040;0.105	#	-0.638;0.172	#	#	#	#	#	#	001110	0.031	0.500	1	59.82	9979	6069	0.36		10	20
#	0.033;0.165	0.001;0.172	#	#	6.557;10.163	#	#	-0.293;0.459	#	-0.227;0.402	0.389;0.782	#	#	0.019;0.026	#	#	#	0.260;0.956	#	#	#	000001	1.000	1.000	1	38.60	9980	6070	0.36		10	10
#	#	#	0.149;0.243	#	#	0.057;0.356	0.062;0.256	#	#	#	0.460;0.771	#	0.006;0.121	0.002;0.010	#	-0.013;0.925	#	#	#	#	0.155;0.657	011000	0.053	0.556	1	96.44	9996	6086	0.36		100	180
-80.963;-62.846	#	#	#	0.812;1.100	-2.579;4.512	#	-0.105;0.179	-0.129;0.213	#	-0.157;0.448	#	#	0.022;0.117	#	#	-0.418;0.754	#	0.066;0.434	#	#	#	100001	0.128	0.663	1	78.54	9878	6093	0.41		59	89
-64.216;-46.693	-0.082;0.088	#	#	#	#	#	-0.011;0.238	-0.296;0.445	-0.158;1.384	#	#	#	#	#	#	#	#	0.144;0.455	0.073;0.098	#	-0.277;1.536	100001	0.181	0.710	1	74.39	9788	6097	0.36		49	69
#	-0.049;0.088	#	#	#	#	#	#	-0.337;0.213	-0.158;1.384	#	#	0.086;0.284	#	0.004;0.009	#	-0.470;0.769	#	-0.021;0.594	#	#	#	100001	0.319	0.796	1	112.10	9772	6100	0.32		39	49
-109.103;-76.266	0.067;0.207	#	0.193;0.310	#	#	-0.017;0.269	#	#	4.257;11.169	0.086;0.654	#	0.058;0.223	#	0.005;0.010	0.096;0.752	#	-0.206;1.574	#	0.056;0.097	#	-0.568;0.778	000100	1.000	1.000	1	48.00	9626	6107	0.55		9	9
#	#	-0.016;0.133	#	#	3.736;9.385	#	#	#	4.676;9.860	-0.161;0.419	#	0.282;0.447	0.007;0.097	0.019;0.024	#	#	#	#	#	0.331;1.895	0.985;1.541	110001	1.000	1.000	1	28.67	9628	6109	0.41		9	9
#	#	0.027;0.205	0.055;0.143	0.129;0.922	1.737;8.468	0.245;0.504	-0.038;0.150	#	-0.586;6.697	#	0.237;0.560	0.304;0.581	#	#	0.877;1.495	#	#	0.304;0.737	#	0.210;1.225	#	010000	0.000	0.000	1	51.30	6110	6110	0.55		0	10
#	-0.014;0.118	#	#	0.735;1.811	#	#	#	#	#	-0.251;0.588	0.224;0.513	#	0.009;0.135	#	#	-0.402;0.536	#	#	0.098;0.103	0.095;0.946	#	000001	1.000	1.000	1	80.78	9632	6113	0.36		9	9
#	-0.049;0.088	#	0.020;0.196	-0.029;1.100	-1.100;6.520	#	-0.105;0.179	-0.158;0.320	#	#	#	#	#	0.012;0.017	0.140;1.046	#	1.711;3.363	#	0.062;0.129	-0.601;1.155	#	100001	1.000	1.000	1	60.56	9636	6117	0.50		9	9
#	-0.049;0.088	-0.075;0.088	#	-0.029;1.100	#	0.308;0.449	-0.105;0.179	#	#	-0.273;0.448	#	0.309;0.514	#	#	0.140;1.046	-0.183;0.754	#	#	#	#	#	100001	0.217	0.737	1	85.55	9737	6118	0.41		56	76
#	-0.004;0.096	#	#	#	#	#	0.062;0.256	0.006;1.250	6.473;10.903	#	0.460;0.771	0.042;0.227	-0.005;0.121	#	#	#	1.023;1.500	0.209;0.567	0.058;0.102	0.462;1.614	0.155;0.657	011000	1.000	1.000	1	100.76	9865	6121	0.55		19	19
#	#	#	0.149;0.243	#	#	#	#	#	#	#	0.460;0.771	0.042;0.257	0.006;0.121	0.004;0.014	#	#	1.023;1.500	#	0.058;0.125	#	#	011000	0.181	0.710	1	105.53	9922	6123	0.32		49	69
-103.154;-57.995	#	0.066;0.225	0.149;0.243	-0.131;0.504	-0.447;7.845	#	#	#	#	#	0.460;0.771	0.026;0.227	#	#	0.076;0.829	#	1.023;1.500	#	0.058;0.125	#	#	011000	0.395	0.831	1	106.72	9922	6123	0.45		49	59
#	#	#	#	#	4.399;12.475	#	0.067;0.275	0.014;0.402	#	0.215;0.524	0.316;0.535	-0.151;0.223	#	0.004;0.014	#	-0.396;1.049	-0.787;1.130	0.446;0.747	#	0.764;1.614	-0.187;0.333	001110	0.066	0.580	1	89.65	9971	6127	0.55		109	188
-92.146;-57.283	0.120;0.241	#	#	#	#	-0.047;0.099	#	#	0.821;9.831	0.212;0.619	#	-0.123;0.232	#	#	#	#	-0.708;1.130	#	0.057;0.092	-1.122;1.884	#	001110	1.000	1.000	1	83.83	9797	6128	0.41		19	19
-74.927;-61.233	0.025;0.144	#	#	#	#	0.211;0.406	-0.036;0.202	-0.266;0.616	#	-0.251;0.239	0.499;0.740	0.095;0.411	-0.001;0.084	0.002;0.010	#	#	-0.274;1.437	0.231;0.588	#	0.212;1.227	#	000001	0.475	0.862	1	126.74	9992	6134	0.59		187	217
-71.331;-57.637	-0.031;0.120	#	#	-0.152;1.119	#	#	#	#	#	-0.096;0.435	#	0.017;0.195	#	0.005;0.012	#	#	0.581;1.573	0.166;0.531	#	#	0.773;1.470	110000	0.121	0.655	2	60.37	9886	6148	0.41		19	29
#	-0.008;0.159	#	#	#	1.164;4.650	0.046;0.214	#	0.015;0.573	#	-0.251;0.239	#	0.030;0.519	#	#	#	-0.193;0.322	#	#	0.082;0.106	0.458;0.946	0.082;0.674	000001	0.057	0.563	1	59.53	9969	6152	0.45		89	158
#	0.062;0.187	#	#	-0.326;0.326	#	-0.003;0.214	#	#	5.032;8.242	#	#	#	#	0.005;0.013	0.054;1.404	#	-0.237;0.682	#	0.045;0.108	#	-0.278;0.458	001110	0.121	0.655	1	49.08	9973	6156	0.41		38	58
#	#	0.012;0.234	#	#	1.965;8.094	#	#	#	#	#	#	#	#	#	-0.320;0.374	0.280;1.419	0.425;1.589	#	0.083;0.111	#	0.447;1.506	011000	0.080	0.604	1	81.03	9865	6159	0.32		29	48
#	#	-0.020;0.189	0.217;0.353	#	#	#	#	#	#	#	#	#	#	#	#	0.280;1.419	#	#	0.083;0.111	#	0.357;1.595	011000	0.024	0.474	2	29.35	9678	6159	0.23		9	19
#	#	-0.029;0.206	#	#	1.687;6.735	-0.117;0.306	#	#	2.100;7.901	0.212;0.619	#	-0.151;0.232	0.058;0.101	0.002;0.013	#	#	#	0.446;0.626	0.063;0.109	0.443;1.884	0.722;1.189	001110	0.031	0.500	1	30.11	9681	6162	0.55		9	18
-81.438;-69.028	-0.028;0.126	0.151;0.250	#	#	#	#	#	#	3.389;9.067	0.018;0.437	#	-0.078;0.330	0.008;0.089	#	-0.027;0.629	#	#	#	#	0.342;1.138	#	111000	0.031	0.500	1	55.63	9867	6167	0.41		19	38
-110.990;-84.031	0.033;0.156	#	0.018;0.112	-0.555;0.555	#	#	-0.051;0.218	#	6.588;15.352	0.027;0.252	0.227;0.598	#	#	0.002;0.013	-0.035;0.852	#	#	0.337;0.770	#	0.791;1.779	#	101000	0.100	1.000	1	75.00	6171	6171	0.55		0	0
#	-0.015;0.110	#	0.231;0.322	#	#	0.013;0.136	0.119;0.215	0.031;0.555	-0.758;5.290	#	0.508;0.671	0.040;0.298	#	#	-0.508;0.245	#	#	#	#	#	#	010000	1.000	1.000	1	35.11	9692	6173	0.41		9	9
-76.968;-57.283	-0.018;0.063	#	#	#	#	-0.047;0.099	#	#	#	#	0.316;0.535	#	#	#	#	-0.396;0.776	-0.708;1.130	0.446;0.747	0.057;0.092	#	#	001110	0.108	0.640	1	93.77	9993	6175	0.36		89	139
#	-0.009;0.106	#	0.149;0.243	#	#	#	0.062;0.256	#	#	#	0.460;0.771	-0.145;0.284	#	0.005;0.011	-0.609;0.490	#	#	0.077;0.529	#	#	0.155;0.860	011000	0.073	0.593	1	83.05	9996	6177	0.41		99	167
-69.787;-51.386	-0.082;0.088	-0.026;0.107	#	#	#	#	#	-0.296;0.445	-0.158;1.384	-0.371;0.505	#	#	#	#	#	#	#	#	#	-0.393;1.280	#	100001	0.091	0.619	1	77.95	9788	6180	0.32		65	105
#	-0.117;0.133	0.107;0.313	0.182;0.372	#	#	#	#	0.010;0.797	4.633;11.421	#	0.547;0.689	#	#	0.005;0.010	#	#	#	#	#	2.143;3.707	#	001000	1.000	1.000	1	56.11	9701	6182	0.36		9	9
#	-0.117;0.133	#	#	#	3.080;9.690	#	#	#	#	#	#	#	#	0.005;0.010	0.150;0.844	#	-0.183;1.631	#	#	2.143;3.707	#	001000	0.024	0.474	1	48.28	9701	6182	0.27		9	19
-78.994;-55.457	#	-0.022;0.124	#	#	1.164;4.863	0.211;0.406	#	#	#	-0.251;0.239	0.464;0.661	#	#	#	#	#	-0.274;1.437	#	#	0.458;1.227	#	000001	0.092	0.621	1	101.06	9992	6184	0.36		177	285
#	#	#	#	-0.405;0.577	4.694;10.223	-0.027;0.104	#	#	#	#	0.336;0.494	#	0.028;0.071	#	-0.044;0.182	#	-0.379;1.632	#	#	0.698;1.440	#	001100	0.132	0.667	2	81.44	9708	6189	0.36		18	27
#	0.045;0.121	0.016;0.238	0.149;0.243	#	-0.447;7.845	#	#	-0.188;0.610	#	#	0.460;0.771	#	#	#	0.583;1.258	#	#	0.150;0.564	#	#	#	011000	0.207	0.730	1	48.86	9720	6201	0.36		27	37
-77.211;-65.536	#	0.093;0.305	#	#	#	#	#	-0.062;1.206	5.966;10.903	-0.134;0.742	0.460;0.771	#	0.006;0.121	#	#	0.280;1.419	#	#	0.083;0.125	0.275;1.619	#	011000	0.132	0.667	1	39.99	9721	6202	0.45		18	27
-92.146;-59.424	0.033;0.294	#	0.030;0.150	-0.637;0.532	#	-0.024;0.158	0.235;0.361	#	#	#	#	-0.041;0.242	#	#	#	#	-0.787;1.461	#	#	#	#	001110	1.000	1.000	1	83.04	9722	6203	0.36		18	18
#	0.033;0.294	#	0.030;0.150	-0.490;0.577	7.099;12.475	-0.083;0.098	#	0.256;1.020	0.821;9.831	#	#	-0.115;0.242	#	0.004;0.014	#	0.428;1.049	-0.787;1.461	0.245;0.602	#	#	#	001110	0.073	0.592	1	71.67	9916	6203	0.55		29	49
#	-0.082;0.088	-0.038;0.157	#	-0.029;1.100	#	0.043;0.247	#	#	-0.850;3.717	#	0.263;0.400	#	#	0.007;0.009	-0.245;1.046	#	#	#	#	#	-0.277;1.015	100001	1.000	1.000	1	74.64	9844	6208	0.41		19	19
#	#	#	0.020;0.196	#	#	#	-0.027;0.114	-0.129;0.213	#	#	0.115;0.400	#	#	0.007;0.012	#	-1.003;0.322	#	-0.395;0.434	0.073;0.098	#	-0.277;1.015	100001	0.388	0.828	1	76.41	9961	6208	0.41		48	58
-103.154;-57.995	#	#	0.149;0.243	#	-0.447;7.845	0.057;0.356	0.062;0.256	#	#	0.032;0.365	#	#	0.006;0.121	#	-0.609;0.490	#	0.336;2.159	#	0.057;0.094	#	0.155;0.657	011000	0.080	0.604	1	90.85	9922	6210	0.50		58	96
-87.022;-76.750	#	#	#	#	#	#	#	0.015;0.624	#	#	0.324;0.668	-0.014;0.448	0.014;0.118	#	0.567;1.145	#	#	#	#	1.198;1.462	#	001100	0.110	0.643	3	83.45	9730	6211	0.32		18	28
#	#	-0.009;0.088	-0.013;0.110	-0.032;0.567	#	#	-0.105;0.219	#	-0.850;3.717	-0.071;0.666	0.263;0.481	0.150;0.322	#	0.004;0.009	0.448;0.931	#	#	-0.003;0.434	#	0.265;1.445	-0.163;0.537	100001	0.045	0.538	1	79.06	9952	6215	0.59		57	106
#	0.017;0.188	0.022;0.174	0.051;0.153	-0.247;0.247	3.418;6.783	0.102;0.257	#	#	#	#	0.625;0.876	#	#	0.002;0.013	0.209;0.942	-0.136;0.751	#	#	0.066;0.115	0.270;1.121	-0.116;0.674	001011	1.000	1.000	1	45.40	9875	6224	0.59		19	19
#	#	0.013;0.088	#	-0.029;1.100	#	#	#	#	0.405;3.491	-0.290;0.474	0.263;0.400	0.177;0.421	#	#	-0.083;1.046	#	#	-0.098;0.448	0.063;0.118	#	#	100001	0.121	0.655	1	83.99	9888	6225	0.41		38	58
#	#	0.013;0.088	#	#	#	#	#	#	0.405;3.491	#	0.263;0.400	#	#	#	-0.083;1.046	#	#	-0.098;0.448	#	#	-0.277;1.428	100001	0.103	0.635	1	81.41	9962	6225	0.27		66	104
#	#	#	#	-0.467;0.661	3.242;7.449	#	-0.002;0.143	-0.033;0.434	#	#	#	#	0.026;0.072	#	0.920;1.460	-0.393;0.829	0.348;1.409	0.094;0.677	0.051;0.096	#	#	101000	0.024	0.474	2	34.85	9746	6227	0.45		9	19
-80.963;-54.860	0.049;0.131	-0.034;0.157	#	0.812;1.842	#	#	#	#	#	-0.280;0.571	0.379;0.751	0.309;0.778	0.022;0.117	#	#	-0.470;0.754	#	0.353;0.993	#	#	#	100001	1.000	1.000	2	56.39	9934	6228	0.45		19	19
-108.305;-89.476	#	0.041;0.133	0.006;0.099	#	#	0.045;0.267	-0.048;0.213	#	#	#	#	0.021;0.265	#	0.007;0.013	0.558;1.233	#	#	#	#	#	#	000100	1.000	1.000	1	36.11	9761	6242	0.36		9	9
#	0.195;0.275	0.041;0.133	#	#	#	0.045;0.267	-0.048;0.213	-0.029;0.461	#	#	#	0.021;0.265	0.145;0.227	0.007;0.013	0.558;1.233	#	#	#	#	-0.140;1.781	#	000100	1.000	1.000	1	36.11	9761	6242	0.45		9	9
#	#	#	#	#	-2.579;4.512	#	#	#	0.405;3.491	#	0.263;0.400	#	#	0.004;0.015	-0.083;1.046	#	#	-0.098;0.448	#	#	#	100001	0.192	0.719	1	98.55	9888	6253	0.27		46	64
#	-0.008;0.159	#	#	#	-0.158;5.972	0.211;0.406	-0.038;0.130	-0.005;0.439	#	#	#	#	-0.080;0.135	#	#	#	#	#	0.098;0.103	0.095;1.227	#	000001	0.345	0.809	2	78.25	9857	6273	0.36		38	47
#	-0.001;0.112	0.208;0.374	#	#	#	#	#	#	#	#	0.543;0.786	#	0.004;0.136	0.002;0.013	#	#	0.348;0.978	#	#	0.291;1.576	#	001100	0.259	0.763	1	83.56	9909	6280	0.32		29	38
#	0.016;0.179	0.095;0.255	0.179;0.190	#	#	#	0.198;0.389	#	-0.951;8.642	0.132;0.694	0.368;0.663	#	0.005;0.082	#	#	#	#	0.222;0.692	#	#	#	110000	1.000	1.000	1	37.44	9805	6286	0.41		9	9
-73.141;-58.164	#	0.095;0.228	#	#	#	#	0.198;0.389	#	0.372;8.642	-0.219;0.694	0.368;0.663	#	#	0.005;0.009	#	#	0.278;2.264	#	#	#	#	110000	0.031	0.500	1	36.01	9805	6286	0.36		9	18
-92.146;-59.424	#	#	#	#	7.099;12.475	-0.024;0.098	#	#	#	#	#	#	#	0.004;0.014	#	#	1.976;3.858	#	#	0.746;2.091	#	001110	1.000	1.000	1	34.89	9810	6291	0.27		9	9
#	0.032;0.106	-0.022;0.108	0.056;0.158	-0.216;0.242	#	0.211;0.406	-0.036;0.202	#	-0.508;4.753	-0.202;0.538	#	0.276;0.692	#	#	-0.192;0.964	#	#	0.201;0.587	0.062;0.117	-0.313;2.303	#	000001	0.532	0.882	1	161.40	9963	6292	0.59		67	76
#	0.062;0.256	#	#	0.996;1.631	-2.579;4.512	#	#	#	#	#	0.263;0.521	0.309;0.514	#	#	-0.014;1.336	#	#	#	0.068;0.113	#	#	100001	0.070	0.587	1	80.93	9821	6302	0.32		27	46
#	#	#	0.149;0.252	#	#	#	#	#	#	#	#	#	#	0.004;0.014	0.076;0.829	#	1.023;2.444	#	0.058;0.125	#	#	011000	0.047	0.543	1	74.28	9922	6317	0.23		57	105
#	#	#	#	#	0.413;3.778	#	-0.000;0.145	-0.023;0.706	#	#	0.720;0.960	0.212;0.482	0.060;0.130	#	0.101;0.738	0.105;1.160	-1.095;1.095	#	#	0.363;1.268	-0.646;0.646	000010	1.000	1.000	1	31.00	9837	6318	0.50		9	9
#	#	#	#	-0.555;0.591	#	0.176;0.399	#	#	#	#	0.293;0.484	0.068;0.391	0.119;0.199	#	#	#	-0.364;0.902	0.473;0.831	#	1.544;2.559	-0.465;0.630	001100	1.000	1.000	1	16.11	9840	6321	0.41		9	9
-86.193;-68.948	0.047;0.143	0.054;0.207	-0.005;0.170	#	#	0.347;0.493	#	-0.200;0.302	0.543;5.850	-0.359;0.636	0.403;0.622	#	0.016;0.101	#	#	0.277;0.792	#	#	#	#	#	100000	0.024	0.474	1	51.91	9843	6324	0.50		9	19
#	-0.082;0.088	#	#	#	#	#	#	#	#	-0.290;0.474	0.263;0.400	#	0.002;0.105	#	#	#	#	#	#	#	#	100001	0.040	0.525	1	63.72	9961	6325	0.18		83	158
#	#	0.031;0.130	#	#	#	0.261;0.492	-0.026;0.152	#	#	-0.251;0.373	#	#	#	#	0.496;1.461	#	#	0.231;0.588	#	1.275;2.427	#	000001	0.024	0.474	1	36.84	9845	6326	0.32		9	19
#	#	0.187;0.285	#	#	-0.144;8.148	-0.032;0.135	#	0.081;0.696	1.649;4.858	#	0.370;0.503	#	#	#	#	#	0.035;1.370	#	#	#	-0.569;0.652	000110	0.031	0.500	1	67.19	9846	6327	0.36		9	18
#	#	-0.296;0.088	#	#	#	-0.035;0.270	#	-0.129;0.213	0.405;3.717	-0.273;0.497	#	0.086;0.284	#	0.004;0.009	#	-0.470;0.769	#	#	0.085;0.114	#	#	100001	0.046	0.539	1	76.32	9874	6334	0.41		55	102
#	#	-0.296;0.088	#	#	#	-0.035;0.270	#	-0.129;0.213	0.405;3.717	-0.273;0.497	#	0.086;0.284	-0.011;0.102	0.004;0.009	#	-0.470;0.769	#	#	#	#	#	100001	0.042	0.530	2	73.37	9983	6334	0.41		178	336
-75.924;-48.794	-0.073;0.141	#	#	#	0.417;4.863	#	-0.036;0.202	-0.135;0.452	#	#	0.499;0.740	#	0.009;0.135	0.005;0.011	-0.387;-0.095	-0.460;0.763	-0.274;1.437	#	#	#	#	000001	0.000	0.000	1	64.90	6335	6335	0.50		0	10
#	#	#	-0.013;0.097	#	-0.158;5.972	0.211;0.406	#	#	#	-0.251;0.588	#	#	0.009;0.135	0.004;0.011	#	#	-0.434;1.688	0.234;0.469	0.098;0.103	0.095;0.946	#	000001	1.000	1.000	1	62.67	9857	6338	0.45		9	9
#	#	#	0.149;0.252	-0.547;0.547	#	#	#	#	#	#	#	#	#	0.004;0.014	0.076;0.829	#	1.023;2.444	#	0.058;0.125	#	#	011000	0.052	0.553	1	81.33	9922	6345	0.27		47	85
-76.445;-61.467	#	#	0.023;0.166	#	2.122;5.127	#	#	-0.135;0.616	#	#	#	#	0.098;0.147	#	#	#	-0.326;1.437	0.231;0.588	0.082;0.103	0.458;0.946	0.082;0.674	000001	0.024	0.474	1	98.77	9870	6351	0.45		9	19
#	0.017;0.188	#	#	-0.247;0.247	#	0.089;0.141	#	-0.100;0.530	#	#	0.625;0.876	#	#	#	#	-0.136;0.751	#	#	#	-1.418;1.546	#	001011	0.100	1.000	1	58.43	6356	6356	0.32		0	0
#	#	#	#	#	#	0.337;0.482	#	#	#	-0.166;0.562	0.475;0.639	0.381;0.777	#	#	0.056;0.654	-0.336;0.820	-0.106;1.811	#	0.075;0.132	1.094;1.837	#	001000	1.000	1.000	1	60.78	9877	6358	0.41		9	9
-76.968;-57.283	-0.018;0.063	#	#	#	4.399;12.475	#	0.067;0.277	#	#	0.212;0.619	#	#	#	#	#	#	-0.708;1.130	0.446;0.747	#	0.258;1.884	#	001110	0.044	0.535	1	104.08	9971	6363	0.36		84	157
#	#	-0.008;0.138	#	-0.637;0.658	#	-0.047;0.099	#	#	-2.674;9.831	0.212;0.619	0.316;0.535	#	#	#	0.877;2.092	-0.396;0.776	#	0.245;0.747	0.054;0.114	#	#	001110	1.000	1.000	1	76.85	9948	6363	0.45		28	28
#	#	0.002;0.106	#	0.844;1.607	#	0.136;0.445	#	#	#	-0.189;0.329	0.223;0.578	#	#	0.004;0.006	-0.190;0.910	-0.195;0.508	#	#	#	#	0.933;1.400	100000	1.000	1.000	1	67.33	9883	6364	0.41		9	9
-68.336;-52.502	0.008;0.088	-0.075;0.157	#	-0.029;1.100	1.326;5.029	#	-0.105;0.179	-0.129;0.213	#	#	#	#	#	0.004;0.009	0.140;1.046	#	-0.478;0.652	0.066;0.434	#	#	#	100001	0.064	0.577	1	81.90	9952	6366	0.50		75	130
#	#	#	0.071;0.180	#	#	#	0.062;0.219	#	#	0.310;0.705	0.410;0.579	#	0.050;0.098	#	-0.556;0.138	#	#	#	#	#	-0.235;0.968	011000	0.055	0.560	1	65.22	9996	6374	0.32		47	84
-76.968;-57.283	#	-0.008;0.138	#	#	#	-0.047;0.099	#	#	#	0.212;0.619	#	#	#	#	#	-0.396;0.776	-0.708;1.130	0.446;0.747	#	-0.990;1.884	#	001110	0.440	0.849	1	116.71	9971	6381	0.36		101	119
#	-0.019;0.117	0.006;0.184	-0.047;0.138	0.844;1.955	#	0.207;0.402	#	-0.359;0.461	#	#	0.377;0.645	#	#	#	-0.190;0.910	#	2.259;4.587	#	#	#	1.138;1.400	100000	0.058	0.566	2	64.23	9990	6384	0.45		47	83
-78.860;-53.184	0.032;0.106	-0.022;0.108	0.056;0.158	-0.084;0.656	0.417;4.863	#	#	-0.135;0.452	-0.508;4.753	#	0.499;0.740	0.276;0.692	#	#	-0.387;0.594	#	-0.274;1.437	#	#	#	#	000001	1.000	1.000	1	154.79	9963	6385	0.55		83	83
#	-0.019;0.112	0.227;0.325	#	#	2.794;9.113	#	#	0.542;0.944	3.090;12.101	0.887;1.677	#	#	0.004;0.104	#	-0.180;0.811	0.550;1.457	#	#	#	#	-0.023;0.515	001100	1.000	1.000	1	74.31	9907	6388	0.45		19	19
#	-0.033;0.121	#	#	-0.431;0.468	2.864;11.807	-0.021;0.104	#	#	3.090;12.101	0.887;1.677	0.430;0.786	#	0.004;0.104	0.002;0.012	#	#	#	#	#	#	#	001100	1.000	1.000	1	76.53	9909	6390	0.41		28	28
-80.963;-59.324	0.049;0.174	-0.034;0.204	#	0.784;1.842	#	#	#	#	-2.098;6.048	#	0.263;0.751	0.309;0.514	0.022;0.117	#	#	-0.470;0.754	#	#	0.077;0.118	0.543;1.805	#	100001	0.178	0.708	1	66.14	9934	6415	0.50		46	65
#	0.083;0.230	#	0.055;0.128	#	#	0.173;0.386	#	#	3.099;12.233	#	0.415;0.679	#	0.110;0.173	0.006;0.011	#	#	-0.500;1.793	0.134;0.370	#	-0.114;1.367	-0.204;0.550	001010	1.000	1.000	2	80.07	9938	6419	0.50		18	18
-94.429;-54.385	#	0.048;0.205	#	#	1.652;5.004	#	#	-0.015;0.828	4.345;11.134	0.006;0.475	0.355;0.589	#	0.046;0.095	#	-0.032;0.644	-0.152;1.037	0.806;3.133	#	0.067;0.100	#	-0.114;0.981	010100	0.031	0.500	1	36.70	9944	6425	0.59		9	18
-102.533;-75.146	#	#	0.085;0.279	-0.637;0.658	2.005;12.475	-0.024;0.098	0.037;0.277	#	1.279;9.831	#	0.316;0.535	#	#	0.002;0.012	0.877;2.092	#	#	#	0.057;0.114	#	#	001110	0.237	0.750	1	63.69	9948	6429	0.50		27	36
#	-0.022;0.099	#	#	-0.473;0.479	1.783;12.475	#	0.067;0.275	#	#	0.212;0.619	0.393;0.535	-0.123;0.232	#	0.004;0.016	0.074;0.614	-0.396;1.049	-0.574;1.137	0.315;0.626	#	#	#	001110	0.074	0.594	2	85.16	9999	6436	0.55		120	202
#	#	#	0.254;0.340	-0.402;0.832	1.770;4.774	#	0.166;0.285	#	#	#	#	#	#	0.005;0.009	#	-0.215;0.991	#	0.079;0.446	0.056;0.107	#	#	000001	1.000	1.000	2	18.89	9956	6437	0.36		9	9
#	#	#	0.020;0.196	#	-1.532;8.255	#	-0.105;0.179	-0.337;0.213	#	#	0.263;0.481	#	#	#	0.140;1.046	#	0.370;1.880	0.383;0.434	0.065;0.098	#	-0.163;0.537	100001	0.056	0.562	1	76.39	9962	6443	0.45		36	64
-75.924;-48.794	-0.073;0.106	#	#	#	0.417;4.863	#	-0.036;0.286	#	-0.508;4.753	#	0.499;0.740	0.276;0.692	0.009;0.135	#	#	-0.380;0.763	#	#	0.058;0.114	#	#	000001	0.061	0.572	1	101.19	9963	6444	0.45		135	236
-76.968;-57.283	#	-0.008;0.138	#	#	#	-0.047;0.099	0.067;0.275	#	#	#	#	#	#	#	-0.264;0.952	-0.396;0.776	-0.708;1.130	0.446;0.747	0.057;0.092	0.258;1.884	#	001110	0.624	0.910	1	124.18	9971	6452	0.45		91	100
-76.968;-57.283	#	-0.008;0.138	#	#	#	-0.047;0.099	0.067;0.275	#	#	0.212;0.619	#	#	#	#	-0.264;0.952	-0.396;0.776	-0.708;1.130	0.446;0.747	#	0.258;1.884	#	001110	0.624	0.910	1	124.18	9971	6452	0.45		91	100
-80.821;-66.271	0.062;0.187	#	#	-0.326;0.326	#	-0.003;0.214	#	#	5.032;8.242	#	#	#	#	0.005;0.013	0.054;1.404	#	-0.237;0.682	#	0.045;0.108	#	-0.278;0.458	001110	1.000	1.000	1	54.67	9973	6454	0.45		36	36
-87.668;-63.046	#	#	0.085;0.332	#	5.048;12.199	-0.119;0.140	0.199;0.417	#	0.821;9.831	0.557;1.379	#	#	0.040;0.105	#	-0.638;0.172	0.096;1.234	#	#	0.048;0.091	#	-0.134;0.458	001110	1.000	1.000	1	72.11	9979	6460	0.55		9	9
-96.975;-79.002	0.056;0.142	#	#	#	5.536;11.184	0.385;0.553	#	#	#	-0.295;0.470	0.389;0.782	#	#	#	#	#	#	#	0.103;0.168	#	#	000001	1.000	1.000	1	38.89	9980	6461	0.32		9	9
-76.968;-57.283	#	-0.008;0.138	0.079;0.181	-0.473;0.479	7.099;12.475	-0.047;0.099	#	#	#	-0.121;0.619	#	#	0.008;0.114	#	#	-0.990;0.776	#	#	0.057;0.092	0.258;1.884	#	001110	0.518	0.877	1	89.14	9993	6462	0.50		64	73
#	0.008;0.088	-0.075;0.088	#	-0.029;0.567	1.663;5.029	#	-0.105;0.179	-0.129;0.213	#	#	0.263;0.481	#	#	0.004;0.009	#	#	#	-0.003;0.434	#	#	-0.163;0.537	100001	0.100	0.632	1	79.59	9983	6464	0.45		108	171
#	#	#	#	#	-1.605;6.808	0.103;0.439	0.032;0.339	-0.179;0.596	-0.233;8.037	#	#	#	0.098;0.219	0.011;0.017	#	#	#	#	0.101;0.125	#	#	110000	0.100	1.000	1	84.56	6467	6467	0.36		0	0
